  4.669353651197851e+00  3.296897159473246e+00  4.750447172356729e-01  5.210320584813596e-02  2.066245422731916e+00  1.849683777531214e+00  4.483646971235725e+00  2.120884592141966e+00  8.780945916928018e-01  3.456178447250597e+00  4.411259245312031e-01  4.296126028659791e+00  2.564820759686412e+00  1.847047352768630e+00  5.998755535979551e+00  7.072461326422284e-01  4.900923684117317e+00  4.820774569025717e+00  1.902621611400777e+00  5.996652432666335e+00  5.734418804095282e+00  5.565191341014984e-01  9.073447128469523e-01  9.023167157352484e-02
  2.348014126038859e+00  8.631423525429702e-01  4.169150174816961e+00  1.060363326799293e+00  2.976679612019221e+00  2.304569116930148e+00  4.107942741699437e+00  1.326975883852310e-01  1.782915800397421e+00  4.026801744937419e+00  4.355896891882982e-01  3.115984641950061e+00  1.498964282629440e+00  1.699722455699346e+00  1.577141871080153e+00  1.278352916032388e+00  6.050314125541693e+00  3.397072890331182e+00  8.283550366364065e-01  6.645830716134858e-01  4.424917633555668e+00  3.286511436239136e+00  2.454985046605059e+00  3.251981372344510e+00
  4.958913210072208e+00  5.749574911932615e+00  6.277136020936129e+00  1.660137339069640e-01  4.138346721665793e-01  4.086360405213303e+00  1.127343868785071e+00  3.392357228457730e-01  5.907243083853619e+00  5.339977552484953e+00  4.932936026031795e+00  1.377900098880579e+00  8.390529326496999e-01  4.249163161220300e+00  2.840562675331735e+00  4.670098758024436e+00  2.490076024067743e-01  1.659617530086481e+00  4.372042175084379e+00  4.915447436592679e+00  2.852975072305572e+00  1.040690235367587e+00  2.777749672077575e+00  5.258803956776754e+00
  2.782738591723921e+00  3.637114608462128e+00  7.296278032760024e-01  1.491523496448037e-01  6.043118480988433e+00  3.524067073582773e+00  6.245419455169327e+00  5.151006354733394e+00  1.641144100497582e+00  6.156785592564013e+00  5.806738659358885e+00  1.561527244759297e+00  9.983725365819887e-01  4.635837217570818e+00  5.128732041696558e+00  4.380157229129939e+00  2.110635529324292e+00  5.703245042329531e+00  4.679441377025691e+00  5.095599942715462e+00  5.486073560007428e+00  3.706988463684834e-01  1.032365619234696e+00  5.635213594495395e+00
  3.422342180868847e+00  9.769457090361356e-01  3.470435049670033e+00  1.412876307207835e+00  3.186291408818238e-01  4.164353156130147e-01  5.663249254537309e+00  2.044241068064473e+00  1.845302546530245e+00  2.370500946355689e+00  5.462160574857883e+00  4.459889926322950e+00  2.238284056885903e+00  5.460548555761776e+00  1.612706293292058e+00  3.539871565860166e+00  1.932301761127680e+00  3.300307737030513e+00  6.007166128342431e+00  2.101775898363639e+00  5.216016775088863e+00  5.058390002430650e+00  5.107261419458264e+00  5.584465787417688e+00
  8.456705140030736e-01  3.114226782219898e+00  3.400837276950867e+00  4.233429055611198e+00  3.197229707132488e+00  5.403471336842867e+00  2.758457421591092e+00  1.884555530889356e+00  2.056486473403932e-01  6.122881813565311e-01  4.032640917845082e+00  2.949230011444415e+00  6.015319407259770e+00  2.975698854017212e+00  3.090529728770653e+00  4.333892455298565e+00  2.456649588332653e+00  3.459317381206422e+00  3.060121811261664e+00  6.655565144063065e-01  2.851940213503336e+00  3.463995979203523e+00  1.002812634257961e+00  1.650648883037307e+00
  4.164679393398943e+00  1.289664659687138e-01  5.847286127239075e+00  4.555310947130233e+00  5.104244753161971e+00  4.243964114645007e+00  5.088731787486982e+00  1.519779097437147e+00  5.202755555035632e+00  8.353068576225324e-02  2.283363317275399e+00  1.920583804267882e+00  1.011709692196369e+00  1.042295627336819e+00  5.654503742327862e+00  6.219921126949492e+00  4.725410591038567e+00  3.844972688372468e+00  1.282064965359436e-01  8.336545105172636e-01  2.995776106641346e-01  7.554268832948766e-01  5.934494333836134e+00  2.539252965340376e+00
  1.677585917300723e+00  6.103051493220707e-01  5.602631488309290e+00  5.929017853406479e+00  3.686932938751054e+00  1.596373197443650e-01  1.660301175822486e+00  4.925623693257551e+00  3.518183545303572e+00  1.949259338390003e+00  2.420188072261770e-01  5.653969810310548e+00  6.602830888294118e-01  1.543812205636097e+00  3.814623404153986e+00  8.277570318761655e-02  6.218048192460039e+00  3.291532657596263e+00  5.260402186358474e+00  2.073455263686843e+00  1.336030236861488e+00  4.366392033049060e+00  1.111233086719845e+00  2.090183648192398e+00
  1.762331282189066e+00  3.538625207603108e+00  1.697163614470248e-01  1.983586517809969e-01  2.259311128224878e+00  1.643558626385929e+00  4.154550635596148e+00  3.488805845367442e+00  3.791861819160953e+00  1.646467566071357e+00  6.027386031192812e+00  2.514115871026304e-01  4.671684276127671e+00  3.682497547667844e+00  2.527672865797073e+00  2.655235418453942e+00  8.708576007212343e-01  1.841963077895789e+00  3.171250708486643e+00  2.627946598816192e+00  2.713437598608896e+00  5.140498906512185e+00  3.992399400507391e+00  1.256956133473758e+00
  5.851881381054826e+00  3.190298631375890e+00  6.420592557247136e-01  4.116976157178549e+00  8.469407516718447e-02  1.713498013846539e+00  1.228242013991886e+00  6.067871341795074e-01  4.685509489314278e+00  1.080964148125209e+00  5.845379772902612e+00  1.255637343847216e+00  3.056300757470753e+00  9.088518514137661e-01  2.553014301584913e+00  9.235665122774437e-01  3.700865169718918e+00  3.402716901061980e+00  3.419081592894265e+00  3.722568534708896e+00  2.554597388224104e+00  4.005289387353620e+00  2.947596991128629e+00  2.036243249650759e+00
