  4.619158800062018e+00  2.199196948898738e+00  3.064610151266309e+00  1.536259395265219e+00  5.545125388465904e+00  9.211030065493805e-01  3.730751491285075e+00  2.674240461679115e+00  5.760269156314373e+00  5.561214129290541e+00  7.257881855297860e-01  3.228151537163251e+00
  4.879266365195982e+00  3.496995418549749e+00  3.898725144301891e+00  4.383636115110959e+00  1.659761056612263e+00  5.756964038100569e+00  2.157065218845248e-01  3.583417611748486e-01  4.473597076467246e+00  1.776084478255633e-02  2.444668311696495e+00  4.185969617089158e+00
  1.880782984981472e+00  2.532680093886801e+00  2.424516430557764e+00  1.580254821211949e+00  5.896458115664277e-01  4.324203291505853e+00  1.871371953959497e+00  2.784662920039521e+00  4.095795284316525e+00  9.345348101997943e-01  5.183801425164434e+00  4.995764394248204e+00
  4.334579824376573e+00  1.055140677418057e+00  4.813650914879388e+00  3.843587046743643e+00  1.942065275557215e+00  3.501087712794349e+00  4.567962727830286e+00  2.237848118327114e+00  4.322803079882772e+00  4.533624345483713e+00  2.802916214959837e+00  5.514389949155646e+00
  4.046195607447000e+00  1.294740863337459e+00  5.947838088020608e+00  4.780679605559607e+00  3.361496812917883e+00  1.065484323819676e-01  1.185071687643375e+00  2.729337339159824e+00  4.471538616465956e+00  8.462783394523801e-02  8.174429405814766e-02  1.898169259374264e+00
  3.810149084925038e+00  4.660099957019053e+00  9.833558835353614e-01  3.537532410716234e+00  2.302178482344174e+00  3.725827839950203e+00  2.524739477908104e+00  2.238085227127742e+00  3.451447041387242e+00  6.274514791406913e+00  5.992544308156238e+00  4.982809869969357e+00
  2.695431824203255e+00  1.697507479027846e+00  3.187929123526290e-01  3.850567266926815e+00  5.139287437710053e+00  3.920447916109346e+00  4.984875482766554e+00  2.843406680265241e+00  3.254166479418724e+00  1.425349442481952e+00  3.979689622114724e-01  3.819584722595517e+00
  2.793041740179007e+00  1.356211744584701e-01  4.035920115574923e+00  2.770348589750984e+00  7.334128500312853e-01  3.746192238138119e+00  3.494595122114320e+00  3.385640014344527e+00  1.632980676779162e+00  3.323068269103361e+00  5.859248795584381e+00  5.045493898956009e+00
  4.890687478055193e+00  3.905570446523929e+00  3.680158240009266e+00  5.936301510410501e+00  3.177334202742756e-01  3.659260174562438e+00  1.768273127672584e+00  5.291297951828704e+00  3.821971591317209e+00  4.401449129781136e+00  4.226466061772219e+00  3.208099418512221e+00
  1.926763506770517e+00  1.131945956674858e+00  4.559168374825772e+00  3.412466665208106e+00  9.180788892788577e-01  4.432960667920567e-01  5.823093962386111e+00  2.500750140911236e+00  4.015566246778409e+00  5.253517223072946e+00  4.426423084675427e-01  2.005608107754217e+00
  4.741657555999294e+00  1.122219392375935e+00  2.877376544460185e+00  6.266640115133852e+00  2.410415778614975e+00  4.447245201163006e+00  2.938394526192393e+00  1.591581649009229e+00  3.361158425325447e+00  1.826403839736848e+00  3.414340911174546e+00  2.675198448519479e+00
  2.364294137060396e+00  4.275162304901710e+00  3.613976265325241e+00  4.218077153712837e+00  2.542223122874704e+00  5.207986668841246e+00  2.148930056117177e+00  2.556000110847421e+00  1.321849058009947e+00  3.117742698090737e+00  4.592363005915295e-01  1.179324304369638e+00
  2.148662199585885e+00  4.215573029625743e+00  3.474325226984552e+00  5.201740702730775e+00  2.970224796105628e-01  3.257168964593078e+00  1.038544574726507e+00  5.828167999473897e+00  3.750352829991545e+00  4.095377372773262e+00  5.728996140522876e+00  4.935523663058221e-01
  6.535197515349525e-01  2.675842518213349e+00  4.190060357305967e+00  6.200422524759215e+00  5.182846842811817e+00  3.849458046367022e+00  4.112189840294502e+00  1.999331838297343e+00  3.585049734281839e-01  2.914521369342968e+00  2.780324066883085e+00  2.027156965177890e+00
  9.274939639452293e-01  6.100126743150432e+00  1.211212750611770e+00  5.905556633877725e+00  4.992834476025866e+00  2.571107013678879e+00  3.476787217361966e+00  1.555045482115575e+00  1.554442751288786e+00  8.837147944426786e-01  3.233933389266327e-01  9.635606385273420e-01
  3.566137348034504e-02  5.197353465602402e+00  3.481781852073977e+00  1.166505535283665e-01  9.636201827774483e-02  5.429329749399803e+00  1.364553642542682e+00  3.823856867488912e+00  3.265131613872924e+00  1.165101357822760e+00  2.974462137112645e+00  8.343684858084810e-01
  2.901788459483515e+00  2.991090814386022e+00  3.577857297988270e+00  8.943455050007094e-01  3.169525821845027e+00  3.884693875603666e+00  3.653610429382665e+00  3.223248458329325e+00  5.691757688394844e+00  4.542727981045432e+00  4.426408483797909e+00  2.426200042568969e+00
  2.085674028851702e+00  5.347210832748475e+00  5.858599779884318e+00  1.667468805871303e+00  4.844905164904792e+00  4.818422382512545e+00  8.169177595155144e-01  3.056764471195002e+00  1.777385699183136e+00  4.974107309458454e+00  3.634785525454716e+00  2.466956830618529e+00
  1.777809600204790e+00  1.885331311641062e+00  4.164340083150644e+00  1.774934084880532e+00  2.685332912200432e+00  4.293218677168682e+00  1.538738130655976e+00  1.417275890537733e+00  3.739857769945586e+00  3.572765167038851e+00  2.770601136837397e+00  6.476022840547951e-02
  2.754297765268490e+00  1.498741555958750e+00  4.419743469588775e+00  6.075638323944519e+00  4.278765829636029e+00  2.850372634561369e+00  9.714521289730211e-01  5.469671925471022e+00  5.401199315738330e+00  4.032587951732500e+00  5.941817838550742e+00  5.310055854592933e+00
