  4.758327000214222e+00  4.234195113156491e-01  3.980849586282557e+00  3.500219256978817e+00  3.321591926453034e+00  3.042996782652868e+00  2.324701401175024e+00  5.855974392612948e+00  1.980785252777972e+00  1.808424283374985e+00  3.485327019482502e+00  5.936426370154640e+00  2.289601806853679e+00  2.741866303025804e+00  3.047585152499115e+00  3.824313629539484e+00  5.557405443459540e-01  3.276859625244715e+00  2.931522594199103e+00  1.838065980409726e+00  4.333767735458128e+00  2.410168699088447e-01  4.282438491554698e+00  4.543114917081128e+00  6.164812252491123e+00  5.798712633711027e+00  3.797232190999067e+00  1.873731700323754e+00  4.049430919537819e+00  4.554343718673993e+00  1.646805725483812e+00  8.168263337833678e-01  2.105652155408140e+00  3.029454545379474e+00  4.601466384353121e+00  2.924758127980535e+00  5.511447385452889e+00  4.517240938207449e+00  3.382752646196297e+00  2.351275148336075e+00  5.545815563452197e+00  3.002910286417874e+00  9.476996282988590e-01  5.663389870257477e+00  5.141191974047492e+00  4.775847881775255e-01  4.968103376793508e-01  5.312418022414480e-01
  2.649414465271136e+00  6.268759579402224e+00  4.373909413340257e+00  3.098406006892858e+00  6.230616182674616e+00  1.382111502600960e+00  4.208441038871973e+00  5.334561675515953e+00  1.665352916440023e+00  3.593758221056116e+00  2.562677640195020e+00  5.904303889011306e+00  9.733355237357794e-01  1.154389725079410e-01  4.516424617970294e+00  3.453103187403157e-01  2.186574876677758e+00  6.030273211526294e+00  4.855732237128753e+00  2.711793977093278e+00  4.935350629296525e+00  1.561955053220564e+00  4.903636528575858e+00  7.157108879086770e-02  4.793755928934829e+00  6.128092633221364e+00  4.136497044366476e+00  3.294767904942601e+00  5.021171537975825e+00  1.827013580260664e+00  1.577787553134123e+00  1.282533104700902e+00  5.467424639581858e+00  2.708105501541383e+00  2.957136818503441e+00  5.416873863262508e+00  4.200119122490370e+00  9.834417426738297e-01  4.644549564028261e-02  4.296400980335395e+00  5.589209294432094e+00  9.141629466644183e-01  4.104076579134862e+00  5.036541378981085e+00  3.263044896201509e+00  1.025317432138330e+00  1.913684228815716e-01  1.126287317125687e+00
  2.393738160480431e+00  5.656903364723457e+00  5.849786729740150e+00  3.600190674404217e+00  3.287051350807042e+00  5.036992336897578e+00  3.949903337652839e+00  1.000441594003556e+00  2.678124706550268e+00  5.522929316345028e+00  5.650583218185025e+00  1.576405615447182e+00  4.995583112191736e+00  5.821862207288438e+00  2.660590419457436e+00  3.352384248532333e+00  1.674991458624149e+00  6.142640993857773e+00  3.694640982286851e+00  3.109263308388731e+00  4.030540749591991e+00  3.543558366714270e+00  2.984908017509938e+00  3.606283788768769e+00  4.488880016770890e+00  5.228356879583900e-01  3.445895066608452e+00  6.057528237259608e+00  4.903745676442488e+00  2.659691613022568e+00  3.000157729760919e+00  2.947735912103401e+00  9.022946079237771e-01  1.474222757825082e-01  3.601280938567906e+00  1.829434466220421e+00  1.418360579225714e+00  1.163976846401986e+00  4.298879613502732e+00  5.994692329641786e-01  4.601139570555670e+00  2.127138209921196e+00  1.241362315436779e+00  4.610817914257488e+00  6.265074138016100e+00  5.392281026165493e+00  2.182223116331904e+00  5.066390006202321e+00
  6.090569776237717e+00  7.062356890999234e-01  1.623905617768881e+00  4.879204858012711e+00  5.135959792018588e+00  4.203180982209552e+00  2.547254273216752e+00  3.088050826243981e+00  1.230154167854424e+00  1.771133568923648e+00  2.561244407222165e+00  5.772008099957230e+00  2.221427807894139e+00  4.677475514986884e+00  2.846864776529992e+00  4.529233346798715e+00  6.500965959303855e-01  3.044984409400248e-01  3.402781238111606e+00  5.720522325383637e+00  5.288228055650893e+00  1.330170284255340e+00  3.870006630444498e+00  3.628725997248657e+00  2.771779119978561e+00  1.428387060850701e+00  5.981346174291809e+00  1.855598732649061e+00  3.833499054927454e+00  8.763013610769140e-01  2.477128863356161e+00  5.174770138748239e-01  2.916488998028052e+00  5.833101225567436e+00  5.075324294742177e+00  7.031675969518640e-01  3.868528884676565e+00  3.344089740240739e-01  3.293678035427151e+00  4.450440960456334e+00  2.563054970790757e+00  2.426625467667594e+00  4.508029667224911e+00  5.580227660893454e+00  3.428906606112973e+00  2.043178718816279e+00  1.548534711010928e+00  3.086264218833698e+00
  2.359402973831463e+00  1.306691712461919e+00  5.794723134404626e+00  1.709195625685654e+00  1.180477690822527e+00  5.140305046038018e+00  3.844321172904996e+00  4.563276166922159e+00  4.940553597243243e+00  1.244913096460181e-01  3.203559612347497e+00  6.084304229131124e+00  1.536297601404019e+00  2.710761961472334e+00  5.536888553593830e+00  3.870889407681657e+00  6.277867217161173e+00  5.294142327844923e+00  6.213428619509972e+00  3.007665061207468e+00  3.877949169109765e+00  5.530520011107622e+00  5.790176139223029e+00  5.762784035482455e+00  4.364588412945769e+00  3.297716493905490e+00  3.057968593468166e+00  1.879324191762644e+00  4.848721370169311e+00  2.235370793302917e+00  6.012462450832010e+00  9.659254241090011e-02  3.478638799012917e+00  5.907166141293325e+00  4.588003202462349e+00  5.930137096999029e+00  3.515808962209676e+00  4.038017812890510e+00  4.962973674512871e+00  3.545152016342390e+00  1.585263249662687e+00  3.658617195230742e+00  5.149271716351087e+00  2.715837446582663e+00  2.612531404510580e+00  2.657774864986069e+00  3.364248400498011e+00  3.833814865746241e+00
  4.844956740158571e+00  2.152411100401965e+00  1.860812251852366e+00  6.051609072445494e+00  4.593251192955907e+00  4.934149913296855e-01  5.348417107072083e+00  2.839324962736147e+00  3.270191309458943e+00  1.237721182467547e+00  2.092543754994357e+00  1.395140902626629e-01  2.434550359062587e+00  5.007750704654468e+00  5.312228109828175e+00  5.719645071315163e+00  1.305767651015705e+00  4.445453530232328e-01  4.548925661031003e+00  1.698623501365127e+00  4.083363300138755e-01  6.380088300541458e-01  4.083009833683120e+00  3.829559918787611e+00  3.092427200463281e+00  5.151096756653960e+00  2.501289516637532e-01  8.727065063101018e-02  5.127617522659704e-01  3.098991812400369e+00  5.928110855070166e+00  6.073322716861195e+00  2.383977276259750e+00  2.587624798335882e+00  5.909585110185662e+00  3.178602076483037e-01  4.999010659543341e+00  1.598982130861777e+00  5.055562336248308e+00  5.475083818766735e+00  4.670442255512435e+00  2.138795790836127e+00  7.774614691459635e-01  6.538768934286631e-01  5.460154908051150e+00  1.795495601494935e+00  6.132698198751939e+00  9.848158254957547e-02
  1.504735954288697e+00  4.265831428034534e+00  3.023755789215469e+00  5.958936263743226e+00  4.938470524310438e+00  4.957226897605111e+00  1.230916215520756e+00  3.811605318268891e+00  6.109090221434105e+00  1.278794626038223e+00  4.051370185936613e+00  3.998835381415879e+00  5.837302547507698e+00  3.991434262184641e+00  2.271987441637904e+00  2.835729450969213e+00  4.869063371821523e+00  1.391782220042573e-01  2.461164355065064e+00  5.630948569964540e+00  3.680268213242698e+00  2.167571554863108e+00  3.838331450587197e+00  4.051770470870762e+00  5.086741228148809e+00  1.297354531885695e+00  1.597140019187928e+00  3.280009537639407e+00  3.870450826466736e+00  4.506594015861295e+00  4.141221732160880e+00  6.047931169744713e+00  5.230653979401906e+00  4.167188911591306e+00  3.241700875298063e+00  1.231975673523278e+00  3.974196247372788e-01  3.917552747149285e-02  5.403600753104056e+00  1.930271092656132e+00  2.671236683057632e+00  3.717469291470543e+00  4.066559811287599e+00  8.547174341266822e-01  5.757345208125588e+00  5.265564435124340e+00  2.687364404658010e+00  1.136130495051501e+00
  2.067366310121265e+00  6.844255987196524e-01  5.371815662855762e-01  1.796719822881350e+00  9.125142028727868e-01  4.281813488720500e+00  1.031552310353671e+00  5.886038844449542e+00  1.540210564983083e+00  2.949540850674065e+00  3.131179505308184e+00  4.870375244410610e+00  4.004090671943745e+00  1.495759683311509e+00  4.598953602174756e+00  1.047088763942926e+00  8.239619454788324e-01  4.457880944784842e+00  3.285611945772564e+00  4.379259639749120e+00  1.303095757459863e+00  5.115111456532683e+00  2.185923113815238e+00  2.634837707064561e+00  1.342612095130483e+00  7.443184966285585e-01  1.206306004461791e+00  4.343509364551250e-01  2.130359504467391e+00  1.596278673887740e+00  7.346542671799901e-03  5.341428714958516e+00  4.099610760318745e+00  1.185797540709768e+00  1.435386706368777e+00  4.462227951077401e+00  1.555776304200638e+00  1.799982208564610e+00  5.632067204715980e+00  9.411659410482069e-01  3.693196718783365e+00  5.069113986284204e+00  1.848609259001208e+00  1.171865497806343e+00  2.717312190417508e-01  2.371036350233618e+00  7.958926184339278e-01  2.677651750848969e+00
  4.492793975706689e+00  3.141149032058717e+00  1.906745914119958e+00  5.704803509189156e+00  6.008412595806220e+00  2.002093537235837e+00  1.472949858228247e+00  2.394580795379305e+00  1.793224689640561e-01  4.683209961974758e+00  1.539672378446576e-01  1.217850654330522e+00  5.219546639803077e+00  4.784725332803945e+00  1.610576770334216e-01  1.015466887458123e+00  5.548375112808454e+00  4.875731757831438e+00  7.288604633712217e-02  3.962335809585788e+00  5.565157061754787e+00  1.557643518916831e+00  2.431707088384737e+00  4.510307069381142e+00  2.873034786288093e+00  1.184122359566273e-01  7.160100024744314e-01  5.030247381508969e+00  2.883397555510308e+00  5.504048001875505e+00  9.292051041243500e-01  4.816281336947497e+00  3.662207241360141e+00  3.866949039127095e+00  2.883952584474321e+00  1.594462837448346e-01  4.963743361453007e+00  2.223668397714648e+00  8.919696496712118e-01  2.405133785685869e+00  4.221803039122583e+00  1.538300662483412e+00  4.688710033554256e+00  8.993092355605127e-01  2.099463868519724e+00  2.916584071909453e+00  1.592654740280219e+00  3.579526746717727e+00
  5.237752382588048e+00  3.329416734512023e+00  3.973412501246987e+00  4.126866359589704e+00  7.069435094088654e-01  3.493531321067899e+00  3.152324724534831e+00  4.536263653538271e+00  4.961800701372851e+00  8.306636419519604e-01  3.391688547582542e+00  3.170835071966387e+00  2.621805848187830e+00  1.902838387052002e+00  1.854749492625013e+00  7.525760415272543e-01  6.102740518164156e+00  3.954738633934039e+00  6.448014330164246e-01  2.263479635797434e+00  4.756810988402303e+00  6.069491493861601e+00  4.714130725291859e+00  6.091141307133825e+00  4.688258099652521e+00  3.600892564526423e+00  2.058335283831419e+00  5.403032213455672e+00  4.183174143905815e+00  6.160534092957963e+00  4.197493299862524e+00  3.283046724101368e-01  4.383500119946737e-01  6.137846222023903e+00  2.883841541834542e+00  2.434346275251972e+00  1.833044727250708e+00  1.143847216199951e+00  2.611987110700340e-01  3.916110984736147e+00  5.219779857269325e-01  2.480455177231033e-01  1.162445750680830e+00  4.215689369064559e-01  3.020178693704946e+00  5.221214760380241e-01  4.117130759876004e-01  4.975124499980101e+00
