  2.769113932596253e+00  5.449148539844247e+00  5.484074449679755e+00  5.229116977390854e+00  4.468393084612813e+00  3.185568228443080e+00  4.227139166037949e+00  3.425894163621433e+00  8.784205739959112e-01  7.865494130859408e-01  4.414545251407016e+00  4.897142630843113e+00  3.319598348719038e+00  1.532756224754424e+00  4.524949633803700e+00  2.792408771386078e+00  9.524006843977887e-01  4.025179778252491e+00  6.263861471156964e+00  5.678655295710185e+00  1.030331897466865e-01  5.400799670755947e+00  9.396122234985372e-01  3.168005219165203e+00  4.090022943554446e+00  4.605857406164506e+00  2.803036170270073e-01  4.926067982081732e+00  3.324883731116989e+00  4.923656651311290e+00  3.639461218590816e+00  4.566662652432115e+00  3.047501021770342e-01  1.590654686541308e+00  9.918181558909188e-01  5.464151283216290e+00  1.443617770206093e+00  3.508751461522932e+00  1.511461676308643e+00  6.195580924731437e+00  2.520013041148849e+00  1.770297326506364e-01  3.136367549741248e+00  3.689870143041786e+00  2.418206609784778e+00  4.694762256120962e+00  4.212275306707481e+00  3.031973110485458e+00  5.835279292900184e+00  2.722999971141484e-01  5.201121777421763e+00  8.269405671524841e-01  4.112919225123729e+00  6.004644314525580e+00  3.142188079444393e-01  5.630236206813828e+00  1.769980289850857e+00  3.382423868688169e+00  3.436323047308773e+00  8.387802986171509e-01  5.813541879281154e+00  4.959290465626662e+00  6.888143667713634e-01  1.070983911838629e+00  3.763466762610199e+00  6.174670964509660e+00  6.052391484627418e+00  4.713329583049110e+00  3.987528200688139e+00  2.666954507384786e+00  2.402847477213225e-01  4.978962411106713e+00  1.481386850053555e-01  5.543621160310622e+00  2.461854241876924e+00  5.659314002277916e-01  2.632656968339001e+00  1.992969104531136e+00  4.926096893692235e+00  6.238359427984001e+00  2.979029088900782e+00  1.448845198729051e+00  2.112583649898706e+00  5.975279822831750e+00  5.058498204828243e+00  4.268904367744505e+00  6.223403962209088e+00  6.299425096625380e-02  4.119450930091417e-01  5.467535016934408e+00
  4.237052637542205e+00  2.831926764603297e+00  3.659447368279511e-01  1.305969287196586e+00  5.803669571551096e+00  4.560901578699180e+00  3.676074525422940e-01  5.951496031385620e+00  3.490951538346859e+00  3.631624973421420e+00  2.125672125889609e+00  6.054290051160668e+00  9.040860188616429e-01  4.318346573015475e+00  4.517196616509397e+00  3.352696612699361e-01  3.640935468413804e+00  2.806956100361315e+00  4.982010327397417e+00  2.684485061450723e+00  4.468054689794241e+00  1.015852070098308e+00  5.989514307676298e+00  2.321271948535557e+00  5.214880548441172e+00  3.947198127794739e+00  9.389530096987813e-01  5.723512684770090e-01  2.597941724616111e+00  4.473377780960816e-01  2.353653867185650e+00  4.045778598646173e+00  1.200806992774827e+00  4.855013235693539e+00  6.206798640293099e+00  4.185936219531088e+00  3.519441159606458e+00  2.669692362690690e-01  4.700577168892403e+00  4.725918646039638e+00  4.266092265110096e-01  2.984480969443904e-02  8.392733207078429e-01  1.133677395180913e-01  4.078482395744906e+00  2.724189671991529e+00  3.866864934911778e+00  1.918723272441993e+00  3.307471384415769e+00  3.344253257942592e+00  3.325607943785440e+00  1.785580707771719e+00  2.811774105955853e+00  5.853385689587237e-01  5.357435949700166e+00  2.004720263671064e+00  4.955247157314982e-01  1.283907818705010e+00  7.955926738509813e-01  4.105548504853662e+00  6.089836145107013e+00  5.847511875613336e+00  2.600541877949921e+00  3.463854043625545e+00  1.604143275241167e+00  5.474396682049109e+00  5.895201898076213e-01  1.735891763483600e+00  5.766250791124673e+00  3.795864165753256e+00  5.345409688535290e+00  6.013730266246334e+00  3.575477275686470e+00  3.029667139643664e+00  5.013596461969774e+00  2.783980355006128e-01  5.252082718062701e+00  6.202650675743627e+00  2.201211569008436e+00  1.426918449971310e+00  5.454525791936160e+00  5.549788609732160e+00  3.872321876191152e+00  2.010648465462923e+00  9.999065662791703e-01  4.216636357313071e-02  4.623794463663656e+00  6.133573457586406e+00  2.618827730195753e+00  1.127935225205867e-01
  3.277582886954322e+00  5.398538474176847e+00  1.878557430532007e+00  2.734758635608013e+00  5.339038607368344e+00  3.037350681820507e+00  2.734780288297434e+00  1.716516091246116e+00  4.957513838905216e+00  5.454432385455585e+00  1.473915997569201e+00  2.591831338322801e+00  3.995515527197847e+00  4.832889656262091e+00  5.506258097424658e+00  5.557142891746111e+00  5.549785677256828e+00  5.823813744332025e+00  5.564170231997619e+00  3.420231115128742e+00  6.216406856962442e+00  5.702520154327305e+00  1.781931647901895e+00  5.461905878587754e+00  4.137061604053417e+00  5.982340285218595e+00  6.121313659769934e+00  2.923128685931524e+00  5.446548996215943e+00  5.468284211430698e+00  5.099554890736485e+00  2.639479108790108e+00  5.965177294785499e+00  3.360102097634069e+00  8.746530598457168e-01  4.316657020485015e+00  4.996591579739454e+00  4.698166078897178e+00  1.723328188805001e+00  3.882894002192230e+00  5.447701453616129e-02  5.865921726487670e-01  7.553325116492577e-01  2.901839415086958e+00  3.362236547527723e+00  2.182231558512334e+00  4.552815560410393e+00  5.792089014684882e+00  5.300478311750107e+00  3.363295680494050e+00  3.931063852574745e+00  9.637558362189331e-01  4.849824886698586e+00  2.640306160193899e+00  2.505464403499051e+00  6.185873043062507e+00  2.378565098843809e+00  5.694258872907023e+00  3.821983326723563e+00  3.832059864506586e+00  1.811389876551252e-01  2.981872845040644e+00  1.529226234561485e+00  2.255557398205317e+00  4.008761957913400e+00  7.433467775203454e-01  2.082878931738723e+00  7.409746039977519e-01  4.868302494419294e+00  1.579063684745631e+00  5.566688808631178e+00  2.478844210465383e+00  4.751094291951073e+00  3.852442322019946e+00  1.843327266085825e+00  2.440034752978095e+00  1.832470936116783e+00  1.589929139639793e+00  6.437789355400772e-02  1.433815777199725e-01  3.981757938437489e+00  1.614299157631619e+00  5.658881899525044e+00  5.214380083014911e+00  3.522275140422436e+00  5.201258324110507e+00  2.328086155282884e+00  3.289539325695949e+00  1.781480667643780e-01  8.573253241776254e-01
  1.445757721869610e+00  7.676157720089511e-01  1.203147537046033e+00  2.348292458143383e+00  1.421081496230795e+00  4.061447859479367e+00  1.317447160526902e+00  6.103447714137477e+00  7.171261842929227e-01  9.955671784647753e-01  3.467470616301819e+00  1.461062835288801e-01  5.852450860361500e+00  3.903726885086805e+00  6.058772640506976e+00  4.795206545920275e+00  3.685342471488754e+00  5.236302379371015e+00  3.724139160434677e+00  3.442255752628613e+00  3.451899310003313e+00  6.135740325512827e+00  3.445288669744817e+00  4.406940150748171e+00  6.269610289164951e+00  3.299682411806664e+00  3.774322577292828e+00  3.592422886936136e+00  2.281488480088802e+00  8.617965797284270e-01  4.214992602546314e+00  1.411910631228268e+00  2.347316434869237e+00  1.524047084827782e+00  5.352122056625918e+00  5.260832486847628e+00  3.923227644287105e+00  4.115835504785051e+00  3.169602597436934e+00  2.209147121368103e+00  2.921391761745810e+00  3.603501305551756e+00  4.122992470349661e+00  7.194454398901260e-01  2.843596816306805e+00  3.105414962697767e+00  9.569772091256601e-01  5.285952555668680e+00  1.859238158526496e+00  4.841043731224587e+00  5.285639873540642e+00  4.568554170544544e+00  6.108162307113073e+00  1.042130979775765e+00  6.104375949981290e+00  2.838310077141819e+00  3.398858597721304e-01  6.151718805948872e+00  2.733372074542374e+00  1.469053831996987e+00  1.097368284036724e+00  5.510069427449258e+00  2.218658752621339e+00  1.121199839569490e+00  3.635760234023194e+00  2.282902903597121e+00  5.098211215504751e+00  6.829445007395452e-01  1.301482227710355e+00  1.898301130686266e+00  1.723927487775597e+00  4.974627632173831e+00  2.932619023027396e+00  1.628728247655142e+00  4.747220032053095e+00  1.163178618294586e+00  4.351704855313331e+00  1.403412986328779e+00  5.681515315534804e+00  3.389670174497168e+00  4.946781616884500e+00  6.965018994716943e-01  2.443337520686969e+00  4.582964118833265e+00  2.523046871299783e+00  5.130621641794000e+00  2.242774819480127e+00  1.479952106474947e+00  5.176366755351517e+00  5.885638029025598e+00
  5.922475113715635e+00  2.806755973661406e+00  5.406080660741932e+00  2.682583129542998e+00  5.490478437672526e+00  2.333161121895772e+00  4.083888771297227e+00  2.733234794290631e+00  4.777241282247753e+00  5.411601788127462e+00  5.562456811227205e+00  4.161283107083504e+00  3.812154591000429e+00  1.600863672621389e+00  1.746220477777473e+00  2.920262035537621e+00  1.637891835309636e+00  5.228076722631974e+00  4.701100291858626e+00  3.181151312773339e+00  2.301437455707044e+00  5.161164735054903e+00  1.439272256686544e-01  2.087086943373595e+00  3.623193074282230e+00  2.503487704658140e+00  3.960056832252258e-01  5.780072860010460e+00  2.344245766564637e+00  1.791742113810427e+00  5.758398508543143e+00  5.763830899669044e+00  9.087439002925669e-01  3.797715517059045e+00  1.058964493208533e+00  1.676584933939973e+00  3.735519952917991e-01  3.101435443119801e+00  3.792216220230845e+00  2.621062843875174e+00  8.001078118758533e-01  4.609551558289670e+00  4.877915624373436e+00  4.563710267063033e+00  1.811153908600559e+00  4.419067930320478e+00  2.708104553620882e+00  2.041415484274781e+00  3.516020193232025e+00  1.261858362655910e+00  4.973947944373164e+00  3.010705637933557e+00  2.970364668923558e+00  3.831521901679483e+00  5.375040934630532e+00  3.057118529080580e-01  2.298698455458748e+00  3.263450076479340e+00  6.028976312488941e+00  2.059085271412012e+00  5.008039822198361e-01  5.226458058702712e+00  3.327731340756892e+00  5.373570418434892e-01  1.754494396597327e+00  4.146053690135308e+00  3.022324013987835e+00  1.813410008608066e-01  2.750462050694770e+00  2.753409848444863e+00  2.733092194334814e+00  5.997078612207926e+00  5.630856947451264e-01  5.228041899536552e+00  9.385719296716015e-02  1.363401208358228e+00  2.758685245898880e+00  5.725732575154203e+00  3.741217526512067e+00  4.492789726727247e+00  2.023946308611581e+00  3.228560907725832e+00  2.221316276851673e+00  1.145298295606030e+00  5.144717384250950e+00  1.464137560665129e+00  1.378885873010556e+00  2.354913770978950e+00  2.128566778904698e+00  5.275872461034559e+00
  1.753111446382095e+00  3.099927206200752e+00  3.706895805059279e+00  5.903387747958926e+00  2.488078734664579e+00  5.577990773845144e+00  5.371098417232420e+00  5.045626013862324e+00  2.099867125732902e+00  3.622373891696245e+00  3.805524025709668e+00  4.342834055932750e+00  3.467139348540775e-01  3.725862741316005e+00  1.323521119242963e+00  1.106329490800281e+00  2.586364904342475e+00  4.906052724131570e+00  5.617484809390937e+00  2.616013983922403e+00  1.194934686983741e+00  5.461258559499485e+00  2.986885637419450e+00  2.283480338183570e-01  4.529151297861365e+00  7.512360217009170e-01  4.357722212640155e+00  5.178759002950645e+00  4.844567777111718e+00  1.321614887639111e+00  4.852880521901224e+00  3.466265042048876e+00  2.313698220730233e+00  4.405385532800093e+00  2.083500864952262e+00  4.565837850028329e+00  3.652275582844449e+00  4.403536363908664e+00  3.700176323746389e+00  4.914691295383109e+00  5.917448917984764e+00  4.687957639690813e+00  1.472520519425843e+00  2.801380167567950e+00  1.775891188213797e+00  4.835569946354674e+00  5.818302653519045e+00  1.020642575878010e+00  2.845643674135935e+00  4.874623540732466e+00  4.404791390993021e+00  1.033836677343755e+00  3.650313987946655e-01  4.252936684664212e+00  2.761566580476281e+00  4.291449949128237e+00  2.103685193508779e+00  2.469791109913861e+00  5.943325835315028e+00  5.826644086184928e+00  4.116706823357073e+00  5.139961769025901e+00  2.407834911113408e+00  3.335641134413155e+00  2.107788949680128e+00  5.641321193816285e+00  4.485595728412675e+00  2.885964975095924e+00  4.434613042635688e+00  4.529093498684658e+00  9.827205669037011e-01  3.002262465119275e+00  4.521121099779090e+00  5.464208051457051e+00  3.223506747638692e+00  3.779836863456312e+00  2.907150830230670e-02  3.536809025113627e+00  4.799805811871767e+00  3.382525457470206e-01  5.113576075429556e+00  1.847702095655902e+00  2.602200656942710e+00  3.143991665687217e+00  5.906609653634107e+00  4.573515103692434e+00  2.627236710688669e+00  2.389621342124848e+00  3.357116138346652e+00  2.652130413386161e+00
  3.181909579713373e+00  4.980720176013126e+00  5.387539322050963e+00  2.274005392526834e+00  5.441399167054006e+00  2.354080571002357e-02  9.815864193929666e-01  2.883294226397790e+00  3.552661916851242e+00  8.278327294935958e-03  4.067689740569828e+00  4.742318785920546e+00  4.131891778044816e+00  2.581067217423401e+00  4.216657487812228e+00  5.370377476838885e+00  4.738335632393590e+00  1.721593332426026e+00  5.526359913901105e-01  5.403348029909118e+00  4.317535315195299e+00  3.754371606201429e+00  5.083015625834695e+00  4.116332238724230e+00  6.169251121712124e+00  3.562439499246109e+00  1.285562593379614e+00  3.722656556419133e+00  5.376725349898687e-01  2.776571418957414e-01  5.358667123876756e+00  3.472010294956754e+00  4.289935732760259e-01  3.622953777066320e+00  2.738213550459123e+00  3.190579969258236e-02  2.553992415149689e+00  1.725720833990597e+00  3.552859108204182e+00  6.067524934685667e+00  4.659717229533576e+00  3.333217668908346e+00  4.706940853845225e+00  8.496818436441806e-01  5.357303515397199e-01  3.309010286025127e+00  3.576688343912032e+00  1.106762993441831e+00  2.620249011610132e-01  8.475265049447984e-01  2.653495547589376e+00  4.919232345995333e+00  5.762414752987245e+00  2.542542507988603e+00  5.104692043959974e+00  3.452456246796667e+00  5.794507976259194e+00  3.603780748411318e+00  4.512992476229384e+00  2.613002426434437e+00  1.636352671685856e+00  2.640796398904607e+00  2.061331231795772e+00  3.955055283830192e+00  1.759519212927244e-01  4.460794313516624e+00  4.453673944552701e+00  5.468292201919349e+00  5.128281393581664e+00  6.257520278157092e+00  5.489094793713659e-01  2.876326500913347e-01  4.035084143042512e+00  2.458993789541112e+00  4.858015896153473e+00  4.293740271543455e+00  6.268498636606128e+00  1.280435882960940e+00  8.195537156004669e-01  1.869527649806999e-01  1.945631217835790e+00  3.113907225893550e+00  3.712519491878353e+00  2.475170510283337e+00  4.823383198151613e+00  1.640029524185787e+00  5.072359887254005e+00  3.176238636534184e-01  3.941464469381844e+00  9.304123034327249e-01
  4.942377701725744e-01  2.732818203573141e+00  2.982633204768276e+00  4.779163484712566e+00  5.583724956478170e+00  2.948491411527873e+00  2.094286220759483e+00  4.780253708556486e+00  3.119104896975721e+00  5.386095279275876e+00  8.828393748317857e-01  5.568177459087683e+00  1.308640433674436e+00  1.327682817062505e+00  4.905095794471718e+00  5.990951374178548e+00  1.171079327045676e+00  2.178713584745174e+00  4.214377574475039e+00  2.674761592858439e-01  1.342226299813239e+00  4.009573571856360e+00  6.201222076080821e+00  3.081599861603115e+00  1.183192285966537e+00  5.282394323013662e+00  2.588069272741242e+00  4.287315101711204e+00  3.412632742001347e+00  5.590788008875683e+00  2.422456725023001e-01  4.171429616617658e+00  2.983076492137657e+00  4.870766948277451e+00  2.391945184597198e+00  3.383904506168316e+00  6.063334117900189e+00  2.807446364072293e+00  1.708439874573832e+00  5.476279435732022e+00  4.897008833038362e+00  3.822445637835685e+00  2.202989375722332e+00  2.413206878612979e+00  5.416347602161648e+00  4.823279032529374e-01  2.324134593267107e+00  2.755947630505790e+00  1.682741694877671e+00  1.794353781968441e+00  2.205792995283525e+00  4.130760789011465e+00  2.008686443083455e+00  8.759487902187086e-01  6.614460750504296e-01  2.752922902813505e+00  2.893346113234074e+00  3.984677336386297e-01  4.411746268005636e+00  5.846724554382154e+00  2.607067089223972e+00  5.674311291709410e+00  1.016397427543248e+00  4.064230371950509e+00  3.092439101795573e+00  6.134504098235650e+00  5.631570447788731e+00  5.842787834135905e+00  1.160697034810601e-01  3.411656387487032e+00  5.415062159740583e+00  3.253823364111372e+00  1.850915342080578e+00  2.109329793815297e+00  5.691062970295884e+00  5.598908368446852e-01  3.611546806876959e+00  8.220984876624257e-01  5.981653770026427e+00  1.885325284746737e+00  3.417834387070990e+00  8.413007029775487e-01  4.563111537577497e+00  4.009011439920625e+00  5.492330019806317e+00  5.249983440052917e+00  5.251939620351410e+00  2.573257836718753e-01  4.540444447772386e+00  5.299409625805715e+00
  5.468286248265298e+00  2.479947179288667e+00  4.731373054690297e+00  1.165952437942187e+00  1.803240113168848e-01  1.635536944585701e+00  6.011058515433416e+00  3.825000757624924e+00  3.353235226471495e+00  4.944415347623128e+00  4.159898571984165e+00  1.642741467851208e+00  4.189178056831807e+00  4.306992691591148e-01  3.107860426752098e+00  4.451450603847202e+00  5.159203994608937e+00  2.545182273454077e+00  3.304126685167300e+00  7.194854018118810e-01  1.953158353388747e+00  8.394696522965077e-01  4.402276825078512e+00  3.413665597477875e+00  3.617343949172220e+00  1.451931260874905e+00  3.419068114678037e-01  3.246609821869844e+00  1.628803904940399e+00  1.954283500324966e+00  3.388459147864789e-01  1.982469866806023e+00  2.682261568502399e+00  4.891092663159937e+00  1.560023291404004e+00  2.794817150500735e+00  1.027944190320276e+00  2.774628258815319e+00  2.586288416056628e+00  4.126925049986432e+00  3.492634971989267e+00  3.592891735967862e+00  6.186911442633533e+00  5.155750773828608e+00  3.681371681301812e+00  5.581014649393545e+00  2.021490001495299e+00  2.208521559395102e+00  4.535475232237172e+00  1.823434243387607e+00  2.771555654251415e+00  2.913428066097928e+00  4.215330209935753e+00  8.379903554522000e-01  5.959256027016940e+00  3.725404993983014e+00  5.387743505512550e+00  5.902410643342759e+00  1.424352041652488e+00  5.091768152348009e+00  4.494267270642071e+00  4.483495283169384e+00  5.726511872238988e-01  5.995407318265918e+00  2.255197627096726e+00  5.466527813693951e+00  8.138187627789705e-01  1.543190106359638e+00  1.323285439971724e+00  2.563566000510758e+00  3.558840572351688e+00  4.869000658731063e+00  3.976032786271710e+00  3.166181284290067e+00  5.119272429586187e+00  5.104389348861147e+00  5.559434356415976e+00  4.506759979018814e+00  1.082120267362920e+00  1.330919790012922e-01  3.364790551145332e+00  6.154662038290140e+00  4.323904228187422e+00  5.882383748933000e+00  2.600244600462153e+00  5.063831060084232e-01  3.778284382319079e+00  2.509661338368559e-01  3.462152790119082e+00  1.142999083699271e+00
  1.798155581143899e+00  4.741993752292467e+00  4.325166091881176e+00  1.046398786005133e-02  4.425907631752525e+00  1.904724387806682e+00  1.843115787870481e+00  5.029519441612731e+00  5.209612578357912e+00  5.155439940241307e+00  9.423438588658816e-01  4.704033592070199e+00  4.379826983435108e-01  3.600482153745562e+00  4.156824497728402e+00  4.597933849782459e+00  5.259636894071750e+00  1.374787003677128e+00  8.269449588473536e-01  1.991493084303612e+00  2.852873176910355e+00  1.389642856641436e+00  1.585507376962747e+00  1.880772941722869e+00  4.674626991048323e-01  4.054299388984148e+00  3.722133217061646e+00  9.965995064477957e-01  1.627987124807446e+00  1.733446959617076e+00  1.073767797678315e+00  4.202059361252653e+00  5.095752291120852e+00  2.717897417066925e-02  3.203367239603855e+00  5.531755592329033e-01  8.942600835391056e-01  4.506358210028574e+00  1.441679125501834e+00  5.999864435878118e+00  3.203382923185622e+00  5.241305323400134e+00  2.500100766490949e+00  3.274848718767528e+00  3.198978316886537e+00  6.186497454578806e+00  2.379971420126229e+00  1.881036459762241e+00  3.284382557083845e+00  3.358655042662873e+00  4.623320036498716e+00  2.394382050435921e+00  3.214885720069995e+00  1.971643595214974e+00  1.987720925746010e+00  3.702274485463652e+00  4.550825627745889e-01  2.652275050320508e+00  9.312564370470747e-01  2.613105676997433e-02  4.958730518308185e+00  5.196581732327386e+00  2.386404637779564e+00  2.646579546690335e-01  4.994353482541987e+00  2.307089645519711e+00  5.662814387669106e+00  3.837079764032803e+00  3.907654422514894e+00  2.508296472449267e+00  4.003269044845230e+00  5.848165753786083e+00  3.111647153366794e-01  5.483782805165578e-01  5.975257327306678e+00  3.721869651234833e+00  2.416355827989043e-01  3.655346798476866e+00  2.621666666679291e+00  1.540686428397524e+00  6.127194068461524e+00  7.565736863947210e-02  1.180481588570810e+00  2.775024562595982e+00  4.474132661002579e+00  6.236937407810577e+00  3.668530056336565e-01  3.761483396849306e+00  3.110534295379636e-01  1.511461192934979e+00
