  4.949826764636500e-01  5.839095509167135e+00  1.568161948240028e+00  4.277468308187327e+00  1.553752407858911e+00  5.869726373662596e-01  4.981578249467992e-01  2.191572526308045e+00  1.357166668547332e+00  8.616954319570962e-01  5.594721305088314e+00  3.095694114077848e+00  1.658098235077640e+00  2.377617129644313e+00  1.300627354589424e+00  4.697567434484462e+00  5.917031659018181e+00  4.116312719734948e+00  1.741575746521580e+00  8.450033553858977e-01  4.598872703397633e-01  5.705381730778251e+00  3.661971966778533e+00  5.921134797349822e+00  3.486018629075903e+00  5.502877542964733e+00  4.697320880325717e+00  2.829256552212470e+00  2.766732461586493e+00  3.668794376079108e+00  1.369959777320685e-01  9.877927862527895e-01  4.652648906278243e+00  1.717078548206650e+00  1.546679568158892e+00  4.306316746608855e+00  1.914568275015762e+00  5.145774745018656e+00  5.468933157539714e+00  3.900149936453650e+00  1.103316842943243e+00  1.553646811339652e+00  3.953485232059312e+00  4.280669543787423e+00  2.393282395629732e+00  5.758866963922218e-01  1.010778440972914e+00  1.987069413626058e+00  5.450309995271102e+00  6.182002563515542e+00  5.567991049823743e-01  3.924232407028352e+00  5.823284202381011e+00  3.376474827027344e+00  4.531251609390148e+00  3.834388175468669e+00  6.118566279290032e+00  2.423197023868954e+00  5.692621006574221e+00  3.314773282953885e-01
  2.531739279217596e+00  2.161421793684045e+00  1.857050155092209e+00  1.361862815149150e+00  5.890430138747446e+00  3.224707141684700e+00  4.409397020231227e+00  3.948621745932865e+00  5.565146767967342e+00  1.025370937603605e+00  5.247591986921495e+00  2.481068697860087e+00  5.091751349543113e+00  1.360756509785147e+00  3.073202448654554e+00  1.492543192348054e+00  3.705945373262442e+00  4.839667470039571e+00  4.866519395025563e+00  1.157020051053225e+00  3.359106298043495e+00  3.997496284344883e+00  1.122596787489165e+00  3.022761003932542e+00  5.645714366987495e+00  3.686271173987831e+00  9.958907485343634e-01  2.257077246235143e+00  4.949919296245401e+00  4.597677060883720e-01  1.909109700290281e+00  3.276893122117188e+00  4.104572844309978e+00  2.280316303840144e+00  1.438677646956668e+00  3.902393188093570e+00  3.191098240331330e+00  2.080533572454805e+00  4.628686820689714e+00  2.493779785993015e+00  4.233079150034459e-01  1.312971334291560e+00  7.468770282827982e-01  3.542587204878118e+00  6.211827937174125e-01  1.876594295973207e+00  4.639073898531519e-01  3.990727992549441e+00  9.173694490022443e-01  3.939940994321137e+00  5.747820953393773e+00  5.340303273779774e+00  4.729282818736049e+00  4.507912949974459e-01  3.770958676636758e-01  8.283664244453317e-01  3.993699860814281e+00  3.394216512355235e+00  5.983419034698554e-01  9.631763399441203e-01
  9.942143741336651e-02  1.164225469313579e+00  1.734405132432290e+00  5.444609158403385e+00  1.521662164702605e+00  4.498826401809251e+00  1.564858797070924e+00  4.083586787437373e+00  1.624359175673267e-01  1.838176954423200e+00  4.708289800092281e+00  2.276785007701294e+00  8.017947513814410e-01  2.140765565532268e+00  4.889563675806664e+00  3.994620087979197e+00  5.665204917062918e+00  2.617515129600172e+00  2.231305190009638e+00  5.023450756617003e+00  2.126061994245006e+00  5.361770397968588e+00  6.238081810460423e+00  3.203022021039343e+00  1.729679497505975e+00  1.735092879923573e-01  5.884903786986249e+00  3.783452929016313e+00  3.649485390494908e+00  9.099150117913405e-01  1.310905042921646e+00  1.075618185431631e+00  4.955986292094689e+00  2.418208024505459e-02  5.017878497149789e+00  1.214244997450842e+00  5.761494086279010e+00  5.067193848975260e+00  2.069309490640719e+00  8.159918900068072e-01  1.281826666361129e+00  4.262829082936504e+00  6.214355153513141e+00  2.119094123706127e+00  4.932211534263422e-01  1.792133270882089e+00  4.122244688184860e+00  3.601889666715876e+00  1.880802378363792e+00  6.236511592117547e+00  6.166763626298779e+00  3.016776868820925e+00  4.362001551545240e+00  5.548038517358734e+00  2.476794243680889e+00  4.730902193645118e+00  3.504895977751913e+00  2.979705537648474e-01  4.165589076632416e+00  2.056789791425333e+00
  2.147571325434958e+00  2.994575033352998e-01  6.249753258896654e+00  8.850550481832518e-01  4.969188232339187e+00  1.647056665272010e+00  3.017987146591165e+00  4.079359345940336e+00  1.027002290689725e+00  6.118079296601388e+00  4.700528108038347e+00  4.346455650288278e+00  4.276315287806567e+00  2.344309822065890e+00  6.231720721389442e+00  3.114982340492787e+00  1.563122022801009e+00  5.349834862838222e+00  3.400363048021947e+00  1.301996930219897e+00  5.876860603656333e-01  4.107894447683038e+00  5.702855901851128e+00  1.234263406861170e+00  1.596639332996120e+00  2.707371188137087e+00  5.298339445338298e+00  3.216542149035980e+00  2.308831630458318e+00  3.958385782140154e-01  2.196085060114588e+00  2.148722926864607e-01  3.658801659153987e+00  2.128385230633468e+00  2.505018775289262e+00  1.120268319675405e+00  2.781621636163177e-01  3.453829800457489e+00  5.896204834729007e+00  1.763845713417156e+00  4.795727666114042e+00  5.181711878298580e+00  3.374663601797753e+00  8.570505824531217e-01  4.751931318101132e+00  4.797496776676073e+00  6.013138060753763e+00  4.579287117101930e+00  5.629112534699673e+00  3.282166005499143e+00  2.717599048089569e+00  3.962957982973321e+00  1.175370500801368e-01  4.535362307291915e+00  3.901150243407656e-01  5.458690187411348e+00  4.066394177455437e+00  2.319971364205967e+00  3.317502318110416e+00  2.639097616782985e+00
  4.132297578865413e+00  4.526797159549897e+00  4.939877112950518e-01  5.517239072193520e+00  2.050481673423763e+00  3.955468425470499e+00  3.589096835275730e+00  1.100138747655695e+00  5.824700645889485e+00  2.542925711980875e+00  6.245379777760584e+00  5.943658872674211e+00  5.623373794762187e+00  5.576029370338458e+00  3.304897266355217e-01  4.051400941952775e-01  4.148001247300559e+00  3.276789826212387e+00  3.466153459442230e+00  3.190668278044938e+00  1.367762189822972e+00  2.815020560487569e+00  4.446077411872519e+00  1.469241567752187e+00  2.441249493318495e-01  5.810886372348498e+00  8.988261185936387e-01  1.021616493676932e+00  1.305505982835987e-01  4.817467898373740e+00  4.469621720657851e+00  2.775308272600369e-01  1.634286034534640e+00  3.698238417532861e+00  1.978270607241367e+00  1.699030513762604e+00  2.615339773677842e+00  1.338095220905214e+00  3.009261687597027e+00  6.205150161879553e+00  2.658737419110707e-01  3.667788600072483e+00  2.360750275855036e-01  2.982039850953903e+00  4.691164256512780e+00  4.678483198862528e+00  1.037442927164446e+00  2.888169894629535e+00  3.078314026077505e+00  8.973812881455527e-02  6.707841600042981e-01  2.347250514395280e+00  1.834187890528113e+00  6.234039735385593e+00  4.841842196400166e+00  1.284689790076468e+00  2.407683437933657e+00  5.429923287063172e-01  1.618026391815690e+00  3.086494149799349e+00
  1.537383236345732e+00  4.969288197676289e+00  2.643341686613210e+00  4.510237263345193e-01  3.105554396595629e+00  1.970183972450234e+00  2.754505624810061e+00  5.043804181740798e+00  5.061884328583680e+00  4.385355419347749e+00  1.203709571050594e+00  3.872145308724156e+00  4.019865089819010e+00  1.780978814930988e+00  3.453555405127994e+00  1.892844252345742e-01  1.387862089140002e+00  4.485470633757927e+00  8.532315455133721e-01  1.655611780276410e+00  1.122132122974151e-01  5.885181204611093e+00  9.111541045309671e-01  3.831575246406522e+00  4.484522228747177e+00  6.345160405987655e-01  2.292745378679721e+00  5.590429221206906e+00  1.035947700409090e+00  2.141757631877917e+00  1.660432424115346e+00  2.913816767758459e+00  4.110341477893127e+00  9.633961874902859e-01  3.973906388925794e+00  2.025082534367800e+00  3.176399999769164e+00  5.554131966350757e+00  4.246147980511996e+00  2.891013282362229e-01  5.470007071561419e+00  6.026835772367231e+00  4.062805029558576e+00  5.820759039486473e+00  6.197524396828090e+00  5.183362347300902e+00  4.751407960919604e+00  2.152168448617432e+00  4.145098923377546e+00  5.213164670975866e+00  5.318783669160135e+00  3.011296355703295e+00  4.728418027072790e+00  2.472108860642055e+00  2.945228414099533e-01  1.475610517036440e+00  4.891665677077001e+00  2.095102515905466e+00  4.673681623993557e+00  1.328162650175677e+00
  3.623931975199046e+00  5.823414867262235e+00  3.801614480986303e+00  2.386903606082782e+00  4.676934612529899e+00  1.833405260113757e+00  4.898446955236508e+00  5.887490919665527e+00  1.565025340690722e-01  4.702024958370590e+00  8.937245988306552e-01  5.066334112987149e+00  1.228349954768122e+00  1.272040645292648e+00  3.653216552846378e+00  5.539836464201406e-01  3.054860426946493e+00  4.697558422337555e+00  1.144313005028882e+00  2.992651135624528e+00  1.653857371319310e+00  3.074804622231035e+00  3.279349691535261e+00  6.535378423613840e-01  3.850291527056907e+00  1.880401035213737e+00  3.738927612050945e+00  4.667537966507028e+00  3.851454106929259e+00  2.639305654103764e+00  4.209647823513765e+00  5.281622526444925e+00  2.953120866628177e+00  6.009083603508110e+00  2.398287325661375e+00  4.963121078076368e+00  3.457949530534525e+00  4.777651597960040e+00  5.795783907402901e+00  5.135904644338282e+00  1.064552832344799e+00  5.656046370569766e+00  2.495895439256729e+00  5.963394662486056e+00  1.851312055956199e-01  1.319394550874107e+00  5.787930180458626e+00  1.627904506435820e-01  3.153085622005343e+00  5.743017435726020e+00  8.095057732904929e-01  2.469940164897857e+00  4.930459133634006e+00  4.220113985329153e+00  5.863439991538182e+00  5.525247078494918e+00  1.912678506881591e-01  4.187842939002569e+00  5.076863164247341e+00  4.928099378809070e+00
  2.076251399509527e+00  4.130625606469124e+00  1.470697198031335e+00  4.847579820627048e+00  5.040507858454297e+00  4.872448183471715e+00  5.613030664605032e+00  5.891022891825112e+00  5.237259147026021e+00  4.275164671944101e+00  1.108631204115148e+00  4.265783948038516e+00  6.181298673122409e+00  5.399395597473160e+00  8.217682244827438e-01  5.968353901500830e-01  2.396675213093561e+00  5.680967182125786e+00  4.739280134031873e-01  1.104393200297332e+00  1.382036822579131e+00  4.453055143925625e+00  3.516228616677806e-01  3.728564502504113e+00  4.788734605607112e+00  2.476760348273963e+00  1.434317112715710e+00  5.592921870500474e-01  2.226667007645374e+00  4.951154640933402e+00  2.736612318195858e+00  1.576265976732052e+00  3.116351834666558e+00  9.507428833878833e-01  9.925204244431399e-01  7.691065189803212e-01  9.791832765593992e-01  1.406455491046395e+00  2.720020383775592e+00  1.847107345039396e+00  5.592218984999333e+00  1.528687912928289e+00  2.272242720730759e+00  1.201608069969298e+00  5.879522049383059e+00  2.542610987917461e-01  1.268728801557367e+00  2.700975741538545e+00  2.753610758745387e+00  4.339673154569816e+00  6.070125422163641e+00  5.549886672819992e+00  3.173703591846206e+00  4.240918390957115e+00  2.312067801922643e+00  3.095531910705252e+00  4.195131968368838e+00  3.774068643957802e+00  2.918653277245130e+00  2.445144508310260e+00
  4.577542810796787e+00  3.769430875327546e+00  6.061644633350176e+00  5.278872470935243e+00  6.167601703012814e+00  1.148937917064230e+00  2.325129232312613e-02  2.614457957421567e-01  1.865461538836042e+00  4.454270020764257e+00  2.621791097000605e+00  3.985305487531862e+00  4.540789171386415e+00  9.276317662018069e-01  1.102855863656183e+00  1.201828656550427e+00  4.133754305838634e+00  6.457650302990647e-02  5.746207407827880e+00  1.929968317210786e+00  8.565126501372375e-02  1.634925445547864e+00  1.650355999226623e+00  2.357632929092921e-01  5.714275390258202e+00  9.437049509990082e-01  5.617558819239594e+00  5.143066757355192e+00  2.027567429161993e+00  5.168223429049295e+00  5.079250242508131e+00  6.270717152479561e+00  5.768403531350444e+00  3.370333583676056e-01  4.887273867080069e+00  1.728569495216659e+00  1.861947019452005e+00  1.543811312776469e+00  1.025299385113363e+00  1.406809368719252e+00  1.884134167245157e+00  5.294813198425786e+00  1.569413173109566e-01  3.178372588662489e+00  4.506218949892494e+00  5.252038465318487e+00  1.403440180267922e+00  1.160838278260020e+00  1.659759187373933e+00  2.367143462333464e+00  3.317175398010602e+00  4.985416851427328e+00  3.416133393665569e+00  5.962250693820843e+00  2.823979725403795e+00  4.352094756957171e+00  2.971507451876897e+00  2.431662894584527e+00  4.678493696432565e+00  5.297500026327879e+00
  2.828671020501013e+00  3.549181868688822e+00  6.271967302933941e+00  5.955714480887970e+00  8.692976635606876e-01  1.274957831921503e+00  4.047539740822907e+00  5.626415299214272e+00  3.004968039981345e+00  4.391469659777274e+00  5.229666399913654e+00  6.075490118545469e+00  6.232291113316042e+00  5.391323308442704e+00  3.806690544959849e+00  1.964403422927524e+00  5.620429731970443e+00  1.874657541284090e+00  2.857826616116693e+00  2.819196719327145e+00  5.314210023845314e-01  5.410338960636639e+00  3.084976699491564e+00  3.925594980445383e+00  3.066001958819553e+00  4.184195107692188e+00  4.428224409094619e+00  2.835629952645962e+00  5.947014841887825e+00  5.513918259154587e+00  4.092848208733231e-01  4.115154955660678e-01  4.114202750785101e+00  4.691357289255449e+00  1.543853379473267e+00  1.798449244060415e-01  4.553918738463291e-01  3.789121850125225e+00  4.929609951191987e-02  1.389445844898904e+00  1.273247561808020e+00  9.433358546681445e-01  4.709614123967848e-01  2.717378880895278e+00  5.785815841767914e+00  3.295574758409804e+00  4.483740940729350e+00  1.539947835935521e+00  4.170008610274750e+00  4.720175886920724e+00  2.911204134004124e-01  5.368007247968154e-01  2.457803362510967e+00  2.544903017454758e+00  1.169910798932792e+00  1.808920177609862e+00  1.745472938220873e-01  3.901287173286419e+00  1.188641540749798e-01  1.367400107106538e+00
