  4.830203296187039e+00  3.691651369599052e+00  4.694662823187728e+00  5.008381946433972e+00  1.240786722491682e+00  4.564581819627299e+00  2.852731652085188e+00  1.507507579991203e+00  4.281625372649532e+00  1.339787180150143e+00  6.237764269930224e+00  9.713658749431849e-01  2.657280993004225e+00  2.577862041505225e+00  1.972746218089357e+00  1.967960173068075e+00  1.809320784403247e-01  2.634533994900058e+00  4.563068083633234e+00  5.528811803528574e+00  3.686116533372284e+00  1.089966317048696e+00  7.279074931425678e-01  3.634045473258751e+00  3.719140106724532e+00  2.766683758107120e+00  5.371682822730630e+00  3.047685773046768e+00  1.183854046712997e+00  2.375708666700089e+00  6.273678179113548e+00  1.930360710442258e+00  4.624057492878165e+00  4.835285792768740e+00  3.865719641550465e+00  2.314913492870207e+00  5.482660890365772e+00  5.407728230739608e+00  2.699052483551013e+00  6.230732844193926e+00  4.443832601729510e-01  2.306271552568296e+00  3.394792513167520e+00  1.492752406795754e+00  2.722316829278622e-01  5.708954627243148e-01  1.277484297837560e-01  1.449573713714006e+00  4.745276779770140e+00  1.179556922050877e+00  9.494509505504296e-01  4.440213495988651e+00  1.804779033614927e+00  7.446089845585985e-02  2.077432825274582e+00  9.976890149102766e-01  1.109237832428040e+00  2.371616894630887e+00  1.349178867312337e+00  6.278097049389218e+00  6.220443741223961e+00  3.355800105019839e+00  6.161930067550273e+00  3.178103024961533e-01  6.089084337213239e+00  8.310429236335455e-01  4.620216945699770e+00  3.355568219877703e+00  6.663716859455285e-01  2.049635655205383e+00  3.749909622304497e+00  6.379539793646559e-01  2.941319217005666e+00  2.950958402188652e+00  3.986654447958535e+00  4.580217182315932e-01  2.960143712733642e+00  4.973250098703795e+00
  5.984285748346680e-01  6.009219954994353e+00  4.797471629374463e+00  1.159169821340314e+00  2.392532071706773e+00  1.035237158373842e+00  5.702989874747102e+00  5.255331868149446e+00  9.144153077058041e-01  2.201228669258433e+00  3.827906327023422e+00  1.091255205633398e+00  4.541496915727031e+00  5.172714076074331e+00  6.072084203823996e+00  1.832024447566472e+00  5.651798554274154e+00  8.709883463512557e-01  3.988704412380170e+00  3.030592242196753e+00  5.376516473707766e+00  1.300378538548824e+00  7.390518153264482e-02  2.694383112927321e+00  1.362961771570721e+00  2.751348036786553e+00  6.856355714466219e-01  5.813756063347545e-02  2.369358242237046e+00  7.066904722180848e-01  1.129031841708107e+00  2.401463728217792e+00  4.761451787460199e+00  5.403172971097931e+00  5.101933307197200e+00  3.480436895636087e-01  1.817098047906978e+00  4.897212997791047e-01  5.470049568826081e+00  4.317996905710106e+00  4.496600415010880e+00  5.659928967241910e-02  2.527473920527092e+00  5.497678603802706e+00  4.636802811872014e+00  3.521075120756227e+00  5.259661810459542e+00  5.900479200741833e+00  1.290460740385383e+00  5.434004652379670e-01  1.931557748470116e+00  6.202843913784776e+00  1.630149278162124e+00  5.385262330628486e+00  5.858753089349616e+00  1.723254708782624e+00  1.946514628953210e+00  5.846310186228886e+00  5.314153648267612e+00  3.309470678949882e+00  3.516827187722490e+00  5.918584649286096e+00  2.296621905804396e+00  2.766388764430550e+00  4.660146951186642e+00  5.961719085703125e+00  2.452826873943829e+00  2.428075984770191e+00  2.627663196779330e+00  5.223918685445407e+00  4.357634778604134e-01  6.034619080574495e+00  4.544811393816225e+00  3.291276280767595e+00  9.555740913775819e-01  4.284009637602895e+00  5.175384812593398e+00  5.104512513169934e+00
  4.907010193193004e-02  1.962139685324178e-01  4.509681351555425e+00  1.176008872504575e+00  3.980092574150835e+00  6.087262827867436e-01  1.304779867551670e+00  4.331640262343138e+00  5.372386988391775e+00  2.092893388763319e+00  4.484631338534688e+00  6.165276217485413e+00  5.076906041201798e+00  3.230339590153706e+00  1.034164706548500e+00  6.178252231272425e+00  5.912182393062137e+00  2.105503537377807e+00  6.957920485570958e-01  1.570393698005487e+00  1.958892686010687e+00  3.721142669922749e+00  5.593906161324619e+00  5.131686904341533e+00  5.658135961364220e+00  4.487591604599432e+00  2.483691390471901e+00  3.766394127283778e+00  5.431758433830895e+00  1.494679161970226e+00  9.588962787813705e-01  1.564293801994959e+00  4.246730646510271e+00  1.931441742686154e+00  1.618501178655920e+00  2.508875242130194e-02  1.970795235363054e+00  8.731556714141939e-01  1.486490363929323e+00  5.989657783702003e+00  1.396705163691824e+00  5.397421583298165e+00  6.227671098038629e+00  3.343944783783581e+00  3.845172046414109e+00  2.381565441479514e+00  1.726421267197564e+00  2.554191840084159e+00  4.040007575072148e-01  1.258902819641881e+00  4.529049652462522e-01  2.175241406174839e+00  3.837251762313076e+00  4.310534374606844e+00  3.904502654660743e+00  4.073264078034304e-01  3.480566312857108e+00  5.224790028586553e+00  2.628218569256599e+00  3.442338434667369e+00  3.079872098007040e+00  2.501861437388033e+00  5.940420555840396e+00  4.436767405572016e+00  4.848641598051053e-02  8.829190742593622e-01  1.440333970527475e+00  2.801603470108186e+00  4.965724412391894e+00  5.200736091962051e+00  2.271661717932818e+00  4.113074821628680e+00  8.027133026347373e-01  3.225248341007935e+00  1.158013492602392e+00  4.982918660394909e-01  3.493427310129901e+00  5.690921273189175e+00
  4.641703223852555e+00  1.268628965365929e+00  1.476812325612982e-01  5.326469900800267e+00  6.738361297983377e-01  3.899460957770105e+00  5.502663234411246e+00  8.200395823637720e-02  4.588893149439059e+00  5.859710540236244e-01  4.582271863996516e-01  5.543183595704800e+00  4.583910075532444e+00  5.199894698657906e+00  4.964223240225504e+00  5.360282330077464e-01  6.182491157074054e+00  4.445898985899085e-01  3.500409713981834e+00  2.339023584958610e+00  1.327773566550706e+00  4.109702535020704e+00  1.075882041388688e+00  4.991017011536025e+00  3.429352661555464e+00  2.297936414464671e+00  3.682914802389224e+00  1.760904034114680e+00  4.558742671499828e+00  3.850278117327833e-01  1.184117267489314e+00  1.444871886533099e+00  2.220932936935741e+00  4.514901524109994e+00  1.879588912882829e+00  1.975899941980970e+00  6.100883007083195e+00  3.038383136704199e+00  4.009332283478714e+00  6.022409946913508e+00  5.731789869853657e+00  2.242329486259640e+00  4.973534909107393e+00  1.118008876179056e+00  3.312031617694297e+00  2.922027664662199e+00  2.116502404049533e+00  5.264982265795922e-01  2.301024856835934e+00  3.514756329903373e+00  5.300426133881337e+00  5.771230522917387e+00  2.412737649462526e+00  1.901045495791732e+00  2.999857071156317e+00  7.606682306633990e-02  4.083786828055917e+00  3.227706740984325e+00  5.201977591343715e+00  2.829951132298985e-01  1.500481622878940e+00  7.390535239412419e-01  4.646728829123912e+00  5.348408959285496e+00  2.603956818405162e+00  6.282001133391113e+00  5.853572308060384e+00  5.418020820128188e+00  8.221349754483857e-01  5.472871512098289e+00  4.159722171839046e+00  3.687965036373878e+00  4.398368886348442e+00  1.187513478384610e+00  3.338124162808012e+00  3.523251517479803e+00  2.265611821049192e-01  4.471408328200144e+00
  2.481823727071055e+00  5.247765215079231e+00  2.885866157069711e+00  4.880308117863962e+00  1.510024269657025e+00  3.328928241366828e+00  4.710131861311783e+00  4.282744109539664e+00  1.243350216061181e-01  5.299494515327121e-01  5.751494840611133e+00  2.801678431759792e-01  5.343899261579084e+00  4.228421307392727e+00  3.216639100528857e+00  2.681111948311198e+00  5.028743865850434e+00  4.430617624055588e+00  2.324560053944564e+00  3.903867745689671e-01  7.355257014420300e-01  5.442563180506916e-01  2.403821645538665e-01  4.286106049904632e+00  7.008726602101212e-01  4.431257859071279e+00  2.587856424552764e+00  4.269329542908412e+00  3.817120680829240e+00  4.198160949420732e+00  3.999449793468609e+00  2.463135420164311e+00  1.330474008227675e+00  3.859302985666873e+00  1.513545807412259e-01  1.221827635790489e+00  3.801473138710488e+00  5.058142673382894e+00  5.220764835754085e-01  2.658595410103290e+00  3.490123945652233e+00  3.661526144645503e+00  5.092033430257772e+00  1.394727286389257e+00  5.752567411312477e+00  1.981888279279912e+00  9.041111150981904e-01  5.484017629270589e+00  3.746755141490088e+00  5.557282718433029e+00  5.838915396652875e+00  1.939611318542143e+00  2.190315029784047e+00  4.834281972506656e+00  2.619100524825547e+00  2.980424641082992e+00  5.359438563817491e+00  5.153449993640365e+00  2.486299512963547e+00  2.728715337651518e+00  1.490597894416009e+00  9.059313914757648e-01  5.055202772779075e+00  2.263459664899665e+00  3.155979888835535e+00  3.341984210998379e+00  1.418335520240541e+00  3.613715604601128e+00  1.984606619510072e+00  5.183760331264043e+00  1.950932066411576e+00  5.720175012192863e+00  3.325977565889044e+00  3.934464344997448e+00  3.210096594849957e+00  2.337191726869941e+00  1.407228669216529e+00  6.152261698389171e+00
  1.889963986980408e+00  4.682476095219871e+00  4.479378415975698e-01  1.213840583393353e+00  3.865303435660479e+00  1.878625554487010e+00  5.530328227007779e+00  2.637133214009212e+00  5.889921363225383e+00  3.984907640204891e+00  2.122573393825990e+00  3.205803634179101e+00  2.177720443374553e+00  2.451653775319082e+00  7.016862184189043e-01  2.802101430280175e+00  4.104082538532616e+00  2.341193834496748e+00  2.504637663544978e+00  5.007322640004096e+00  4.574882054938548e+00  2.460442379176588e+00  5.966273222144848e+00  4.098282916914764e+00  5.002802018106459e+00  4.405858769131412e+00  1.400213182983910e+00  3.990636601859117e+00  2.993934258227048e+00  4.805630406888599e+00  1.737646906546894e+00  2.734133384380628e+00  3.063853815702632e+00  2.736805583475108e+00  3.240342002373019e+00  1.066851924462978e+00  1.934889929412763e+00  3.862431364593224e+00  1.834425023389513e+00  3.692387987460102e-01  1.493969682493242e+00  3.940696960441425e+00  3.501675802730786e+00  3.540614763830968e+00  2.999306279635233e-01  1.431901085040149e+00  5.999492792703360e+00  6.208746568066917e+00  4.378461150415971e+00  4.974433193935306e+00  1.773814867943897e+00  4.780361280362339e-01  9.624375059231541e-01  1.115211208717411e+00  1.728366485834137e+00  5.955343620916756e+00  2.621697295801433e+00  1.609179299479653e+00  4.188248204796201e-01  6.000645631663058e+00  2.512849635328472e+00  4.283661969304789e+00  3.982002794329085e-01  6.076393194645185e+00  1.754721224066623e+00  4.466117895989376e+00  5.607625528262147e+00  3.640801071392574e-01  3.298880528734086e+00  8.495730167700415e-01  4.796485793694468e+00  2.990857238618272e+00  4.075220296080142e+00  1.364797894629919e+00  2.476674186437573e+00  5.438053505944805e+00  5.176288242261777e+00  3.568180713445994e+00
  4.042102910397911e+00  2.550553662257749e+00  5.040974732315087e+00  4.104272219997608e+00  1.454784614205716e+00  4.885710272289374e-01  5.053590963763773e+00  4.685427968642762e+00  8.368637497100119e-01  5.111520033566855e+00  2.538201319128023e+00  2.213590828254739e+00  1.748373322853977e+00  3.342622501380808e+00  2.107825666545622e+00  3.812244286216651e+00  2.770324744254270e+00  4.422769700674655e-01  2.906793522624016e+00  6.170717528165596e+00  4.525338219725390e+00  3.797107503936203e+00  5.808378815899793e+00  4.348399823724430e+00  1.839008051700669e+00  5.481478542206225e+00  3.761644800143525e+00  5.470086429649483e+00  3.127402186765918e+00  5.660861920316515e+00  6.013378570410207e-01  5.505556571402627e-01  6.166183395536761e+00  5.851165759259180e+00  4.290174581962352e+00  5.893569015619499e+00  5.340115969192196e+00  4.824793056825510e+00  9.919113430238979e-01  7.978920046795459e-01  5.558833782528777e+00  4.542035353204422e+00  1.762284552200522e-01  2.352578970143092e+00  1.800547503257697e+00  5.281852307262973e+00  1.995294144786177e+00  5.804139765242755e+00  5.570260177078908e+00  3.542946850409581e+00  1.558160445233872e+00  3.858453155363943e+00  3.763323527065509e+00  2.672748209250137e+00  5.440728325289949e-02  2.919557371201295e+00  1.084475011206606e+00  3.578557131345750e+00  3.558837053087983e-02  3.176567472120539e+00  5.134325824840048e+00  3.254402322808030e+00  1.479663645641806e+00  5.165721792919737e+00  3.378176475532687e+00  6.219143503524373e+00  2.803528000596608e+00  4.334487560250753e+00  4.590008079964356e+00  2.579817445293348e+00  4.625412861788184e+00  6.075250586601764e+00  4.962451071062574e+00  3.959967800227740e+00  3.374265703252559e+00  5.312759425548466e+00  2.789893707244520e+00  1.015123299532029e+00
  1.452898063645714e+00  4.710709155325582e+00  3.035306341937501e+00  2.362731529590807e+00  3.667626408041824e+00  1.773341237898018e+00  8.808016144798225e-01  1.577587121982101e-01  5.062426675395947e-01  5.146953550614953e+00  3.040397160827666e+00  1.919056972071060e+00  5.419572802378165e+00  2.908717783946742e+00  5.533337484218453e+00  4.089925507520915e+00  3.486632693126078e+00  1.218737155915630e+00  4.200205233401514e-01  4.500379114870210e+00  6.266434474823524e+00  3.679640540479636e+00  4.034359776864396e+00  1.313803666334133e+00  3.079982407750229e-01  3.488342368220466e+00  7.077152831722828e-01  1.738272891468869e+00  2.647250777108751e+00  3.858225663507337e+00  2.163720487403029e+00  3.082735641517087e+00  3.757845941926499e+00  1.155582018468308e+00  3.252691303778988e-01  1.437980673324224e+00  2.336788203198784e+00  9.435521644505788e-01  4.700753883240490e+00  3.396805238597922e+00  1.769324319982756e+00  1.766898816553399e+00  8.579162645556050e-01  4.351343397737979e+00  2.542051085386731e+00  2.016823871134048e+00  4.193172050306456e-01  6.059260111633070e+00  3.690366224230326e+00  7.724356790096217e-02  3.750753286708835e+00  3.845479112515181e+00  5.993686188442339e+00  5.923175741105473e+00  1.121878240847570e+00  5.868543147166384e-01  1.645297301600374e+00  5.344900409111616e-01  5.476627895922999e+00  2.101182690882348e+00  4.895818816251872e+00  1.516806913486355e+00  1.317289697508640e+00  1.829418529125335e+00  4.171481271298104e-01  1.873317355612496e+00  3.086475376472974e+00  2.392629706099868e+00  2.916240647090819e+00  3.770715410042992e+00  3.950625422445650e+00  2.396451782510791e+00  2.279806121005778e+00  5.747315816413913e+00  1.991024757154619e+00  4.859242683252210e+00  1.689240498943533e+00  4.104869531759185e+00
  1.673315164650540e+00  5.001934137101411e+00  6.946254903933887e-01  1.181680381028563e+00  3.949855927067493e+00  4.499603970787750e+00  1.504097238462720e+00  5.304972038954865e+00  9.384503789081770e-01  4.531234138426250e+00  1.712894322014261e+00  2.248966378008769e+00  6.011345668435828e+00  4.129672043649193e+00  5.301637605557105e+00  5.798491571175110e+00  3.769197539963874e+00  4.704598252370832e+00  6.198329482364864e+00  1.591233915689854e+00  4.138555310458601e+00  2.192402020157837e+00  3.524297229679993e+00  3.368596369564332e+00  2.504452427722526e+00  6.122834654661607e+00  1.288712792515885e+00  4.135920928695399e+00  4.689134789490720e+00  2.874609052578843e+00  1.657414798298560e+00  6.330202923802788e-02  8.864645091971373e-01  4.823905898176116e+00  2.387939000641232e+00  2.840931359095339e+00  8.060084217386579e-04  4.380455102745210e+00  2.682304346068958e+00  4.620865477416594e+00  1.245772685448079e+00  8.407217944728550e-01  3.478838414482047e+00  9.860172236921126e-01  3.573275865194232e+00  3.774446298047810e+00  4.815406488805954e+00  1.514499727266839e+00  8.580248020762713e-01  5.827953962600491e-01  2.723589909339740e+00  1.899667278761501e+00  2.642258216771012e+00  6.923731589501787e-01  1.131481802115157e+00  3.451237575274986e+00  1.496111355095979e+00  6.060164851069041e+00  2.705471409807227e+00  3.864320591419206e+00  4.893619906955980e+00  3.938234094553856e+00  8.432087199379975e-01  4.858401344274962e+00  2.027495206432913e+00  2.614701624335292e+00  8.127182866307178e-01  4.738215733567576e+00  2.053113802834955e+00  3.827578210373205e+00  4.220977983968795e+00  4.761685610727873e-01  2.258428855677607e+00  9.177171601093818e-01  6.052635604520556e+00  2.510709326461129e+00  2.405651952665372e+00  3.377917475776691e+00
  3.615124550969896e+00  5.287864577186858e+00  1.819469267543051e+00  2.679014390831198e+00  1.810592389612298e+00  1.302050977995785e+00  1.684541113857829e+00  3.857334263944978e+00  2.624760608070992e-01  9.713436773976508e-01  1.497508369765136e+00  1.939251131444616e+00  5.910753749852081e+00  3.235057645141876e+00  1.959597015939400e+00  5.556445533387758e+00  6.198051344188387e+00  2.647048836483277e+00  3.610094615501926e+00  4.073429710996472e+00  3.568868014587868e-01  7.833173809815956e-01  3.038178366934425e+00  5.041883566733680e-01  3.174824779323608e+00  3.611944582159182e+00  1.848395938224008e+00  4.672043064757601e+00  5.810040973591194e+00  2.979696336799260e+00  5.083420525313234e+00  5.726170136130765e+00  5.699787513620444e+00  1.790018765851476e+00  3.065977806022862e+00  2.117036630491208e+00  4.650031718703077e+00  1.187599658108608e+00  5.175784550078490e+00  4.636731846369890e+00  1.026725855595480e+00  2.112509003282280e-01  5.753331635099761e+00  4.979489996193833e+00  4.875579408138408e+00  1.095197761914946e+00  2.804148862838799e+00  2.412669994685681e+00  5.128747610461770e+00  3.622676400684306e+00  2.986726305030874e-01  1.421917952314279e+00  2.349927666884192e+00  2.597062313593048e+00  1.415321609663818e+00  3.412482160689591e+00  1.803349112583946e+00  9.018044623737368e-01  4.815674102517385e+00  6.124141829098253e+00  1.317393333194300e+00  4.910260706290734e+00  5.710896608481604e+00  1.187050428826574e+00  4.448027962888807e+00  4.215867609083410e+00  2.162768045007879e+00  3.943902794623414e+00  5.782392749141086e+00  2.061971896829093e+00  9.320920639155358e-01  1.064928569351731e+00  3.089752174621986e+00  3.696558047090021e-02  5.342035582014826e+00  3.175451247603883e+00  2.176497911585549e+00  5.086642757652468e+00
