  6.066996094169275e+00  6.154784665741126e+00  4.102010825015475e+00  3.254740232874842e+00  3.088925916584486e+00  4.054379632783118e+00  4.605868215394128e+00  2.357538414911708e+00  2.986305838844942e+00  5.554036751239331e+00  4.383655744848813e+00  3.316308993459236e+00  5.060144635949134e+00  4.874625773554634e+00  1.679645831634379e+00  2.246823358205909e+00  5.742615356845222e+00  2.942774819368571e+00  3.496698834630158e+00  3.412956251367928e+00  5.203647445529040e+00  6.130039558660343e+00  2.738525919629207e+00  3.780458868653208e-01  2.014150841167840e+00  6.176087260317101e+00  2.176744191279227e-02  1.717619942753658e+00  3.317586885312825e+00  9.027985053674991e-01  4.155209574066633e+00  6.187955688079907e+00  4.013891081737615e+00  5.578211140786917e+00  2.539470481279183e+00  4.646768582152608e+00
  2.924017027935944e+00  8.416957000928545e-01  4.439110474481662e+00  2.802914197140728e+00  1.639762095868019e+00  1.045231092766499e+00  7.640401884141281e-01  4.471109028496342e+00  6.965832351343351e-01  1.989421776068160e+00  2.640664679338163e-01  1.237320363633293e+00  4.513112787612632e-01  4.381447937448277e+00  1.864575218312283e+00  7.135560222809240e-01  3.263253329490813e+00  5.705197984143672e+00  8.586940645461648e-01  1.121175515912691e+00  5.134553177533689e+00  1.286354943141971e+00  5.235670447820471e-01  1.793569239490757e+00  3.676482567205209e+00  7.727455297683927e-01  2.667085943794657e+00  5.487345101891350e+00  1.699331227941941e-01  4.042612217018249e+00  5.041860503747273e+00  6.027526634742430e+00  5.356642445555760e+00  2.084533495994529e+00  1.174874419277577e+00  6.262715772462009e+00
  4.914156950536563e+00  3.856144805416786e+00  2.454596760991273e+00  3.047646909209518e+00  1.611426204272806e-01  3.937080820153411e+00  5.092965997470856e+00  3.891537513615711e+00  4.801098322791390e+00  3.603012287590929e+00  5.116801617033376e+00  5.444232512642729e+00  1.396417552514792e+00  2.972857743603557e+00  2.259346653087507e-01  1.407940883070038e+00  6.507594482728977e-01  5.557108353619544e+00  2.586898673902080e+00  2.913265623491125e+00  4.536370864395309e+00  7.748821976844983e-01  2.183613288030273e+00  3.448722056112967e+00  5.577436494436853e+00  3.097306257723421e-01  2.112784020681472e+00  3.663179927945846e+00  4.630820496736280e+00  3.757419660700401e+00  2.798687529284885e+00  3.540473298889623e+00  5.740109822900451e+00  4.241029973097109e-01  3.902388626922470e+00  1.491055839012631e+00
  8.959439367470190e-02  4.553532377744656e+00  1.808191489457774e+00  6.141283866511890e+00  5.952742602278628e+00  3.247073203897874e-01  1.066803987959972e+00  1.710740679368082e+00  3.110198832754408e-01  3.361405654494251e+00  1.758496630255106e+00  4.380635953280557e+00  3.664344468609904e+00  4.630292869488220e+00  2.768534301457958e+00  6.681942559769380e-01  4.305497523782887e+00  6.278557462076757e+00  1.182030994693014e+00  1.283863297317731e-02  5.566678696893240e+00  3.837753321397941e-01  2.408444282736743e+00  1.257769526757589e+00  4.197101912552557e+00  2.628113500738458e+00  5.308069381266292e+00  2.016258657921544e+00  6.134417919982698e-01  1.010268924256108e+00  2.937210134636416e+00  2.021034812460242e+00  3.555804443618343e+00  5.317470132939150e+00  3.412975161917847e+00  5.574671753865825e-01
  2.703915537476032e+00  1.544312015942063e+00  2.464797863070983e+00  2.928976663029845e+00  1.644919248723462e+00  1.939676368714066e+00  4.345464922995685e-01  1.032797302528587e+00  3.761866665339617e+00  1.313879730949234e+00  8.341779558772401e-01  3.452120709221841e+00  5.629686112678710e+00  1.622647000532806e+00  3.252310231469821e+00  3.259761153286461e+00  2.136998570168599e+00  1.485034501781852e+00  2.629842303668688e+00  1.101494936631826e+00  4.259776372626238e+00  3.111970446908228e+00  4.706322056738268e+00  5.396815646502945e+00  4.660665537840383e+00  2.750400012390503e+00  4.413244017118249e+00  2.265118777760405e-01  3.149035494873611e+00  1.006381299236207e+00  4.655505438206655e+00  4.569158742930975e+00  4.406150487668159e+00  3.423398565166041e+00  2.818993353630801e+00  1.240300267982293e+00
  1.111920573174826e+00  3.321254595768724e+00  6.262439213742280e+00  2.146289307309486e+00  3.562687327460232e+00  1.868168713448464e+00  9.453797021685161e-01  3.691490738502431e+00  2.647540212730680e+00  4.670504219019603e+00  2.703939430244202e-01  1.521209349679534e+00  2.441879026709607e-01  4.880291177641243e+00  2.207443826253385e+00  3.169685718339811e+00  1.981699154315369e+00  5.365280431899337e+00  4.262317371936016e+00  6.342210994429902e-01  3.033179302170360e+00  4.631679279454963e+00  3.921372133157024e+00  6.202756220707906e+00  2.036816152684882e+00  4.834843574236104e+00  5.609132827407937e+00  4.320923730878660e-01  4.901708139916899e+00  6.414364982515881e-02  1.168968979894631e+00  2.877930431428782e+00  1.671287717237175e+00  5.476798963517695e+00  3.903199665283696e+00  5.411529777898438e+00
  7.766728755531799e-01  5.864378196366133e+00  5.190747540450717e+00  6.076038632140588e+00  3.890825678599262e-01  2.173465163865258e+00  5.756948680708396e+00  2.612038052594464e+00  3.947648101358454e-01  2.807351178053171e+00  6.052006659211934e+00  3.041299567360042e+00  2.601846388090160e+00  1.833562790493269e-01  2.049635272368086e+00  3.207080637115119e+00  5.982067343946745e+00  1.960878474875994e+00  9.113100257280964e-01  5.081540414747305e+00  3.423335107333209e+00  3.181016671687365e+00  1.824536293322154e+00  6.026840132311716e+00  4.553285069051522e-02  4.491465999422376e+00  3.077022339631434e+00  6.262949730697468e-01  4.066394468799511e-01  3.159423378298007e-03  5.331342448578631e-01  3.156225775141031e+00  2.620506697236207e+00  2.479038729732509e+00  9.671294976666313e-01  1.003323113438956e+00
  8.665715921940306e-01  2.896563960797242e+00  5.495831210883646e+00  1.025404774441689e+00  4.696369956742313e+00  2.935663510806215e+00  2.484973197315381e+00  6.981518144970942e-01  4.504253501385413e+00  1.588269642438365e+00  1.875680095182291e+00  3.425902110679420e+00  4.972235650592563e+00  2.893647812501205e+00  5.504313621714346e+00  3.299148779689563e+00  3.549502364729717e+00  2.143806835083574e+00  4.241424841632343e-01  2.420357035338232e+00  2.724711799495741e+00  3.119464841262415e-01  5.845887438235544e-01  9.110719995420641e-01  5.389928866996700e+00  8.455014151905510e-01  1.199414917341708e+00  3.157002920671362e+00  2.782497975482386e+00  2.192712958998615e+00  4.290509758730945e+00  1.176482350896771e+00  1.107932839126143e-01  6.086718194602846e+00  2.203018885199994e+00  2.792905310402845e+00
  2.802244263878943e+00  5.204257736220920e+00  1.714437100078985e+00  6.019775674170867e+00  3.321881846281601e+00  3.323603607271753e+00  3.330997257940029e+00  4.244137632803128e+00  3.170946039714200e+00  1.872344503564092e+00  1.197764490193971e+00  6.093687983396090e+00  1.918168457276703e+00  2.938798107651246e+00  4.136264072045412e+00  2.545168495540330e-01  2.510562877066397e+00  5.855703060222947e+00  1.238159435352624e+00  5.532644709924592e+00  4.175584576070682e+00  9.811759143632089e-01  1.305753866337397e-01  3.143794190803649e+00  5.866194860740180e+00  4.959915575145777e-01  3.938558268307012e+00  3.279810539756942e+00  5.516342169012135e+00  9.552002036052333e-01  2.974164342895197e+00  8.357113188741963e-01  2.401024031165981e+00  5.008492262667235e+00  5.412495926440442e+00  5.624925217245795e+00
  1.835111063384256e+00  2.089724191900362e+00  6.004528082229833e+00  3.782597132141363e+00  6.180032307392024e+00  2.037680329927179e+00  2.020358576509768e+00  5.578457644805893e+00  6.133275133475237e+00  4.787446988851245e+00  3.659625178118250e+00  3.076700597027445e+00  3.774637972714462e+00  1.756973455038271e+00  2.403690118138190e+00  5.516941002637728e+00  5.415694610341719e+00  2.676937767991695e+00  3.803574501001087e+00  2.374944234742161e+00  5.707718150565147e+00  1.236673043873355e+00  8.964170799114086e-01  4.267339647066806e+00  4.505445941409409e+00  2.733487959924686e+00  4.353610667192361e+00  4.322041575697126e+00  5.626967127776687e+00  3.675260093133471e-01  5.832340474829941e+00  4.296244367310567e+00  1.478277063292599e+00  4.274684277298683e+00  2.379871310029758e-01  5.170185848478433e+00
  6.077454533294711e+00  4.795329718485349e+00  4.513232131892316e+00  4.609466699082004e+00  4.008368567235674e+00  4.017507227212296e+00  6.084747819501073e+00  3.423602998382274e+00  4.749718186932964e+00  3.062094438037099e+00  6.085371058394596e+00  6.077864545963514e+00  5.671865004598181e+00  3.329182226651743e+00  8.099671166587454e-01  1.983915175303220e+00  3.249536811939903e-01  3.798296239621665e+00  5.441217772926572e+00  3.538403935739660e+00  3.658720363886312e-01  6.199586313862364e+00  2.137416792646600e+00  3.495385381470333e+00  1.757420161187866e-01  1.259007862084529e+00  5.175780105605026e+00  1.857643834236486e+00  3.741585429877696e+00  7.324181784047685e-01  5.006158891295494e+00  3.959035072903116e+00  5.628750586651672e+00  2.803732888886502e+00  5.230049748858009e+00  5.093357031633381e+00
  1.503463907972545e-03  2.107299894089381e+00  6.146835748056748e+00  6.613535202711421e-01  5.944634089511159e-01  2.865533579104392e+00  1.939149102751540e+00  1.062459150194564e+00  7.257026267356970e-02  2.073298028517028e+00  5.797318681509520e+00  4.806438464239411e+00  5.866995645220708e+00  3.638153896168743e+00  1.614658804121703e+00  5.000849987516030e+00  2.116518125462116e+00  2.946512731473183e+00  1.789656056104883e+00  5.358340668589540e+00  3.986954489910397e+00  4.951760629156402e+00  5.502763450360799e+00  4.338729147118386e+00  1.699699124244576e+00  2.976106862961205e+00  3.785105125389482e+00  2.107812971005243e-01  1.232023620118507e-01  3.475883307240540e+00  1.678730484330700e+00  5.809450862463558e+00  1.994284397186022e+00  1.192080013519406e+00  9.045804097291112e-01  4.320190771700401e+00
  2.031477187873138e+00  4.398018197819721e-01  6.858518907940143e-01  1.770496158045583e-03  3.873887502346375e+00  9.635657947024271e-01  3.149107470068479e+00  5.668897433711725e+00  4.592483851758649e-01  5.304252432737840e+00  4.181460960815697e+00  5.364944037743312e+00  3.535589425519835e+00  1.848526573410050e+00  1.433381374143601e+00  1.770870443115027e-01  1.255795711896734e+00  2.325323362050710e+00  2.579938967119681e-01  3.287998464062760e+00  5.479296445136579e+00  5.345878638667913e+00  8.152484533947915e-01  6.988342048051479e-01  1.433883054464760e+00  5.638440233873091e+00  1.760302361213147e+00  9.595620595614708e-01  1.898875803898949e+00  4.771155625312890e+00  1.655404947716589e+00  2.555252545496904e+00  5.257233806993897e-02  1.502285833418707e+00  4.707663971250891e+00  9.609329341568822e-01
  3.469088787298363e+00  3.849867901031916e-01  9.293570514833860e-01  3.963314164143131e+00  2.530570354389901e-01  2.042754462487889e+00  6.111622669224287e+00  1.820193690644222e+00  2.476816284684397e+00  5.881143636851585e+00  3.446990290752697e+00  4.300265894890812e+00  1.198349203430562e-01  2.273392381433989e+00  8.369108015052227e-01  1.768571198520136e+00  1.080011113475032e-01  3.699519646770867e+00  4.464303141688598e+00  2.627231177908452e+00  2.078996533842132e+00  3.360847332077084e+00  4.561946002849140e+00  2.732786178721034e+00  3.600414998534255e+00  2.128690613513891e+00  4.576432115613316e+00  1.186799513888916e+00  1.114860205200011e+00  1.794585340506734e+00  6.193780601841330e+00  3.115382716659363e+00  3.423374339303189e+00  2.252786995375498e+00  5.242602551905704e+00  2.364284606897506e-01
  1.254511720631530e+00  2.455482674673247e+00  3.378620627307691e+00  1.777979346910894e+00  2.695808982782891e+00  6.011057729347637e+00  6.187853098693688e+00  1.759382193910505e+00  5.275023484577570e-01  8.021367098564512e-01  3.809923657894894e+00  6.054106527548162e+00  1.857346310472092e+00  4.483496502936458e+00  5.981810586995412e+00  5.844487762502856e+00  4.901437153107464e+00  3.437208462471681e+00  1.659387641283983e+00  3.834572115754861e+00  2.260354142915552e+00  2.383628631783623e+00  5.973101524588376e-01  1.423034713249670e+00  2.161598301252867e+00  6.281779201389829e+00  5.210492560329243e-01  4.833287243842575e+00  1.843953323676945e+00  2.079992368885996e-01  5.404096417650925e+00  4.840353447882999e+00  8.357398432766804e-01  3.111911440116030e+00  4.801203055950544e+00  1.966609940653564e+00
  2.993141236136639e+00  1.591348836425203e+00  1.867858209719475e+00  4.387557724099099e+00  3.537411272349044e+00  2.238213487286566e+00  4.202556876027775e+00  1.760964246371252e+00  5.141834359676063e+00  5.920913350185868e+00  3.916069310413879e+00  3.539893231964739e+00  4.276355153942857e+00  5.711468054161692e+00  5.695277248275187e+00  3.579054542610674e+00  9.236969272462265e-01  1.248605096659514e+00  2.667446236052536e+00  3.336500302259368e+00  5.613438556428751e+00  4.575079649645656e+00  1.312659217424371e+00  5.763828320634301e+00  7.696617314606283e-02  5.199213277184318e+00  3.772368637872670e+00  5.575383408486462e-01  5.422029579240164e+00  5.348059319691171e+00  1.650973454533577e+00  6.621758395632978e-04  4.364180399201500e+00  6.270137906838760e+00  2.952913501408179e+00  3.050269195377854e+00
  1.826750713089290e+00  2.788780761660926e+00  1.112448366347996e+00  3.020474286676157e+00  1.813788519183318e+00  1.545921654933271e+00  8.811507835181944e-01  5.389288122641234e-01  7.639541252752818e-01  2.746583700287779e+00  4.299272060291707e+00  2.661542822815322e-01  5.977588978468164e+00  1.906573453723067e+00  3.490227510487481e+00  1.658291624097592e+00  2.212284775765443e+00  3.318221213281110e+00  5.210865305948747e+00  2.685079385465144e+00  4.477308016276175e+00  8.857829885328858e-01  2.093856420548297e+00  2.956562858027519e+00  8.755898902501020e-01  5.069061154985903e+00  3.190083949856579e+00  4.799820442832005e+00  5.848479095103856e+00  1.210603513232468e+00  2.109071164914417e+00  4.755342438111342e+00  1.243222523648940e+00  2.314252267565106e+00  5.461694128294135e+00  6.150724899248987e+00
