  9.764305918730578e-01  2.972810301924749e+00  5.343155573065069e+00  5.985178245966982e+00  3.257795958542093e+00  3.313201737601895e+00  3.085130495714189e-01  3.726839862250271e+00  8.213544749163371e-01  3.679673575649977e+00  5.511784746336604e+00  5.986213659238152e+00  4.104927224599771e+00  2.009182283440297e+00  1.705745832321006e-01  1.660866135533986e+00  5.903415118525138e+00  5.988191893669407e+00  5.299173648986204e+00  6.276481137901580e+00  5.387729477592521e+00  3.217454713215348e+00  2.922635411944846e+00  3.278267487543687e+00  3.623670948128592e+00  2.530666460207928e+00  4.662786771021226e+00  5.710700990464884e+00  2.440076791303556e+00  1.456470868474816e+00  4.660290572489519e+00  4.455047222543572e+00  7.534427580128454e-01  4.209450946056790e+00  1.600792845805037e+00  1.138090903541857e-01  5.877761970028959e+00  4.359924409307734e+00  4.067732868436496e+00  3.504605641292233e+00  2.355179950419039e-01  2.461387604709977e+00  9.128350989077074e-01  6.234226708665548e+00  4.674370089730141e+00  3.992897757788611e+00  3.748417448965903e+00  3.200100044669985e+00  3.980551485983499e+00  2.516836933834037e+00  5.007930358944483e+00  5.772989260734417e-01  5.953815736641684e+00  4.940605587833154e+00  4.412459246903059e-01  1.732864283189042e+00  3.419927306442817e+00  3.593177283779116e+00  3.345985379950714e+00  2.907931190755394e+00  5.851215961841694e+00  3.165218193484988e+00  2.145333839100598e+00  1.015550059073579e+00  4.163506180095183e+00  5.551184618700812e+00  2.496927363308455e+00  1.007834976548355e+00  1.304846201624446e+00  3.426867483160876e+00  2.824665414003358e+00  1.499001102881749e+00  6.140493518327660e+00  2.694829090525717e+00  2.864653825532722e+00  3.402998189584922e+00  5.314168027206296e+00  2.677679732356382e+00  6.856760021540407e-01  4.380650225957273e+00  3.363986827940977e+00  4.462390782117695e+00  2.190679672789747e+00  3.867445147279748e+00
  4.193786266717151e-01  6.400149386741235e-01  5.364827277338813e+00  5.501381085735324e+00  4.801957589325542e+00  2.150836919484783e+00  5.833596099829383e+00  5.251461684783783e-01  6.060707698469556e+00  3.239185122792519e-01  1.347665738612289e+00  2.146732326303203e+00  5.933673913575684e-01  4.671307327562501e+00  4.125012600167125e+00  1.761756717354398e+00  4.890766874191972e+00  2.897734141909163e-01  2.904482009268034e+00  3.449778240609197e+00  4.783295928680809e+00  2.711200265820887e+00  3.512853370732830e+00  5.055176637241765e+00  3.761530966658302e-01  5.104893610617319e-01  8.172850972880057e-01  1.014280182963771e+00  6.188980591870810e+00  3.173873836644667e+00  7.370313067204193e-01  2.600738371658371e+00  4.307857447963888e+00  6.220309981139446e+00  2.866105753762199e+00  6.233101104855935e+00  4.454721992100849e+00  2.610557965510743e+00  6.918918258634573e-01  3.583845377208397e-01  4.037745951459502e+00  5.604131011892542e+00  2.271509367252574e-01  5.555889697077546e+00  4.862792122624937e+00  1.729580368341249e+00  5.993847683053914e+00  7.623252934399738e-01  5.941401611823272e+00  3.877919555442168e+00  6.177274232287829e+00  4.046772236788163e+00  3.345071664877744e-01  4.178995056932679e+00  4.292975832999689e-01  1.222512565134275e+00  5.087490976686063e+00  5.503943836608262e-01  3.771627832491028e-01  5.062503818275607e+00  6.041146028515146e+00  3.884980200535628e+00  3.501577399151524e+00  2.938015752634136e+00  2.086049446514611e+00  6.195834390957956e-01  3.785798863302268e+00  2.899151129838303e+00  3.204839885894545e+00  1.978689294172337e+00  4.705543783293098e+00  1.493497216286186e+00  2.481722136692114e+00  2.519963738984977e+00  5.833262421232959e+00  4.325158260388273e+00  2.190546195798042e+00  4.536938914864909e+00  3.091938541049813e+00  2.769325167884604e+00  6.266137779486550e+00  2.332189973429349e+00  2.623582257505028e+00  5.204571078537312e+00
  4.450240975694164e+00  5.071719771068421e+00  2.284137751392754e+00  9.942290287989094e-01  2.881031869433361e+00  1.248949925928613e+00  1.571441732572883e+00  1.416046620539739e+00  3.834064066035153e+00  1.982653654482232e-01  1.128115647971646e-02  1.980625799532570e+00  5.695074216917154e+00  4.321756118684481e+00  5.157042869621605e+00  4.337189056135661e+00  5.093157478601791e+00  2.433692142038485e+00  4.689891923037701e+00  3.768176497927302e+00  4.305915532512081e+00  1.514262669142976e+00  5.086439697260889e+00  6.088427755606343e-01  3.423073489018942e+00  3.082252980794323e+00  5.091805732385366e+00  1.091294845728144e+00  6.114488919843287e+00  6.235757501231830e+00  4.886975842785649e+00  2.713194525407115e+00  4.856608327964613e+00  2.685191903457717e+00  2.529010614067711e+00  1.690350490085361e+00  7.708887936049617e-01  6.789773935871256e-01  3.981870437217973e-01  6.020077000206749e+00  4.701564924664631e+00  3.235534200434671e+00  2.962900002619579e+00  3.906098591557111e+00  5.494412096160762e+00  3.886978905242818e-02  6.994895041149551e-01  6.086147204120135e+00  5.844530744944568e+00  2.097498786126145e-01  3.209873497657700e+00  3.042740969441545e+00  2.040281765288594e+00  3.899923083606787e-01  1.221667191459997e-02  3.680565455203757e+00  1.672780099284792e+00  2.397789175647630e+00  4.231083826410665e+00  1.207424553613720e+00  3.978015089214135e+00  4.574438275375512e+00  4.247217398629672e+00  5.511384401628159e+00  3.252854034438954e+00  5.888997427972515e+00  1.627326683473792e+00  5.955250494740831e+00  9.194692318706413e-01  2.424309976594901e+00  3.693876186984569e+00  1.688217884046272e-01  3.736414347444796e+00  2.093783319406157e+00  5.958146877530894e-01  4.362156334813101e+00  3.296533578380974e+00  1.459268012628475e+00  1.481523224321018e+00  1.926567072386310e+00  1.712581952694022e+00  3.253525096912816e+00  6.286602486498291e-01  3.286095439729735e+00
  3.159866215797655e+00  5.428657880670165e+00  2.375957291088850e+00  4.908212447331042e-01  5.447761525163362e+00  4.522801901714355e+00  3.359887904651184e+00  4.375948997349683e+00  3.021807109373870e-01  2.332543858234111e+00  4.236652554692555e+00  2.083443472587838e+00  2.964495718524804e+00  4.978828977210966e+00  7.925619263293879e-01  3.504018203056617e+00  4.005749983204178e+00  2.917892061806513e+00  4.652708337718445e-01  8.835307105334910e-01  2.130727956669904e+00  3.950765393196832e+00  1.731288547327347e+00  3.644798027315317e+00  6.519530725332637e-01  5.458283278353500e+00  5.146610654449441e-01  3.123046817712072e+00  2.426157671271574e-01  3.307796232996193e+00  3.822050739278547e-01  4.638325934906069e+00  5.006416893753007e+00  5.785846303271110e-01  5.274343943197913e-01  2.480783572905561e+00  5.679769915783249e+00  2.499314088241637e+00  2.111451884477225e+00  4.418846409217890e+00  1.043245967182578e+00  1.053459104763761e+00  5.066859932281766e+00  2.005043614576131e+00  7.456852237277406e-01  5.356252344257775e-01  4.058835866688908e+00  7.475944966591399e-01  6.213585863768251e+00  2.296161478107540e+00  5.466585652078491e-01  2.706430429205884e-01  1.248623559242150e+00  6.123227093743504e+00  5.298047288046420e+00  3.295788920655367e+00  3.250627093101468e+00  5.905990925365582e+00  5.175331200172836e-01  6.072231921199370e+00  5.470984275086467e+00  1.159849160365912e+00  3.409841758910712e+00  3.087993201255649e+00  4.477962238612497e+00  2.562976985121121e+00  2.791723545622042e+00  2.215778517691907e+00  5.843379301089529e+00  1.049217707620314e+00  4.529713850964881e+00  5.116044021484633e+00  5.866409605939105e+00  2.358370464646478e-01  1.586956414503996e+00  3.103836537817219e+00  5.686189592133805e+00  2.343838934686778e+00  3.237969700638970e+00  3.758443218948933e+00  5.005702281631060e+00  9.839730044471270e-02  2.037853728285272e+00  6.110175534653644e+00
  3.511124242166400e+00  6.058287296941133e+00  3.383373817670849e+00  9.129779097841103e-01  4.335532189011049e+00  3.479874328621354e+00  1.848206150494020e+00  3.001952228520084e+00  4.056858425561683e+00  4.243264645028234e+00  5.634553050784892e-01  3.082326659926710e+00  1.637429204734627e+00  2.438978978657812e+00  2.047831429172982e+00  4.472030729655946e+00  5.685281082618727e+00  3.720118181211237e+00  5.100514991142560e+00  3.434720713311930e+00  1.070851306984691e+00  3.386687380715306e-01  3.123002276193863e+00  7.559201199767783e-01  2.458202901374413e+00  4.967630500282579e+00  2.189467007859374e+00  2.553194778696074e+00  2.658408057488878e-01  3.384792208647902e+00  4.979364878192715e+00  5.857767314988523e+00  3.022134462106115e+00  4.888882928749037e+00  1.149506039898863e+00  3.470302429494807e+00  4.246919986834766e-01  3.495904677024101e+00  4.392721607005591e+00  3.293813884783645e+00  4.640309293159980e-01  9.883935631683827e-01  6.080782499418328e+00  3.363891520929889e+00  7.731839031843908e-01  2.654716847742859e+00  8.905697528473775e-01  6.594439728101288e-01  5.073807731772072e+00  2.726212981866268e-01  8.252932340530497e-01  4.034627412478381e-02  4.876783289434853e+00  5.896650227102585e+00  5.484961426205273e+00  1.153948920407450e+00  1.186276128969962e-01  3.075330117195139e+00  2.249271248222378e-01  1.638147646534063e+00  5.594518083127706e+00  2.151824506992259e+00  3.925407868597064e+00  5.006003130972800e+00  4.240441172580571e+00  4.317504609504714e+00  4.022373235851721e+00  6.840672026900210e-01  6.100067921906596e+00  2.542053136042565e+00  9.081931887168458e-01  6.118764573974908e+00  2.760762996028067e+00  6.174578304571107e+00  1.991857354024906e+00  3.496269989306775e+00  6.260895350140139e+00  5.575791553613775e-01  1.094995384171303e+00  6.931411761901667e-01  4.191507506679003e-02  1.299165261929841e+00  4.430493701935696e+00  4.728686833982032e+00
  2.113443898365327e+00  2.158412481144540e+00  4.593777021684604e+00  3.800835997097490e+00  1.712739410391933e+00  1.160056872213304e+00  3.895281161209690e+00  1.549976672643802e+00  3.754802725367095e+00  3.032788702629573e+00  2.837788354053822e+00  2.733471423996998e+00  6.227174141102890e+00  6.717150111251579e-01  2.082444194296500e+00  4.835693923615363e+00  4.563734242252640e+00  4.867408347626591e+00  5.972194755105627e+00  5.427062536296698e+00  1.476967189943219e+00  3.421355845536831e+00  4.404698833867413e-01  6.105207875070920e+00  2.322948401199180e+00  3.708581482466131e+00  5.613348814505971e+00  5.118583859072698e+00  1.149490339555243e+00  1.830892750905362e+00  9.298060481061361e-02  6.246130623444365e+00  3.480614969104835e+00  3.652705973870361e+00  7.027437834159128e-01  9.156237433244201e-01  1.013654581810587e+00  4.867382337724037e+00  2.968536321412800e+00  4.645609814076741e+00  4.624823900189262e-01  8.269544619196044e-01  4.769247788596172e+00  2.173283755462538e+00  4.873690512405998e+00  2.109340244926890e+00  4.678492770877132e+00  5.525540787792965e+00  4.931181808162833e+00  4.179062510914719e+00  8.135905353204010e-01  4.777187859444158e+00  5.588467903727619e+00  3.102116239587661e+00  3.569161796953486e+00  1.920483274048032e+00  5.795603346817956e+00  2.052006970247355e+00  6.149079647316050e+00  5.466634249691150e+00  5.922662642064186e+00  3.977301103523176e+00  4.726532310402079e+00  9.144045964785839e-01  1.990280936965328e+00  1.475189450070891e+00  2.660486489006700e+00  5.719017620472203e+00  2.565271321408181e+00  1.528031270683715e+00  2.042846773716128e+00  3.283813771887733e+00  3.508267921579915e+00  4.571646109036559e+00  2.908080171279259e+00  5.959933197836898e+00  3.778302452483091e+00  1.744995683869578e-01  5.653485517812835e+00  1.324935024957408e+00  5.582842875903346e+00  5.926087403164795e+00  4.463174568479895e+00  4.195889662168715e+00
  1.829577614141340e+00  5.773985586989311e-01  3.032654884080067e+00  5.705121586000169e+00  3.865385218967625e+00  1.790919279151951e+00  4.940577494033199e+00  4.335756808927438e-01  5.479260518157751e+00  2.150012719747445e+00  4.512173378862085e+00  2.084172251502344e+00  1.348819510312774e+00  3.152244740738299e-01  3.308723381615383e+00  1.718327212992986e+00  2.454224853388481e+00  2.460020262888673e+00  2.058950169962199e+00  4.183665627532172e-01  3.998091935791066e+00  6.082121961829743e+00  2.063767884276533e+00  1.066750113536257e+00  1.267363787181070e+00  1.619949052742895e+00  4.865943605703098e+00  2.389672340077857e-01  4.482496446695217e+00  6.152536531617758e+00  4.675858291301563e+00  4.440749688495252e-01  2.972220098469186e+00  5.243188126295967e+00  5.288508097821063e+00  2.900074069071792e-02  4.168728001490750e+00  6.244838870054296e-01  3.430124815099374e+00  2.313955700915097e+00  4.447898870313262e+00  3.119837778552683e+00  4.795568736331958e+00  5.926119022630902e+00  4.794785341855238e+00  4.410385500447298e+00  6.180775036747855e+00  1.765252552165214e+00  5.433296919759647e+00  2.446585855054213e+00  2.892053865005153e+00  3.143294251290545e+00  5.790470885299540e+00  3.655697891072538e+00  5.366923346906244e+00  5.579978665916363e+00  2.851258230492593e+00  1.678834823103507e+00  7.500735344667023e-01  4.766460632962562e+00  2.384327178503483e+00  3.912329845424741e+00  8.333045159871112e-01  1.210108178970584e+00  2.295261590765195e-01  1.881934076862677e+00  8.580592123069937e-01  3.967368263171394e+00  3.438936776556496e+00  4.267671270025565e+00  7.996436427084105e-01  4.900242982806655e+00  5.714779619271020e+00  5.029754715129367e+00  3.723769024255509e+00  1.442750991422641e+00  5.210206371241656e+00  2.984167818787051e+00  3.189888875319434e+00  6.233866228016503e+00  6.899311311266624e-01  2.324802235119278e+00  5.873686532804454e+00  2.623313388307893e-01
  5.332894630433762e+00  3.587263738467142e+00  2.470992643205735e+00  3.976855432891443e+00  5.011087577840669e+00  2.422221643341012e+00  5.363161748022792e-01  2.914120918466666e+00  4.591379669834672e+00  3.755173538579990e+00  3.209898792760119e+00  3.662656104622943e+00  3.175919692441843e+00  4.222665895713559e+00  1.110280220749142e+00  3.254649955349749e+00  3.252153657160418e+00  7.502126971205799e-01  3.311628912670341e+00  3.919833383636655e+00  3.971670702784079e+00  5.444913716104206e+00  3.042217006146453e+00  2.506922444558677e+00  2.499919368802120e+00  1.319378803831451e+00  5.522518269582074e+00  3.249038643028002e+00  2.087857703775161e+00  5.580616636009620e+00  3.267812324450183e+00  4.667512573543734e+00  5.664213626013544e+00  5.676854238571003e-01  5.447628166021480e+00  2.999000677423894e+00  3.499818417092212e-01  3.942327811106025e+00  5.360344625633205e-01  3.007514302420336e+00  2.066526475698637e+00  6.037958654358471e+00  3.005646364848631e+00  4.658868660955023e+00  2.219363358577159e+00  4.359398100947437e+00  5.620631778742926e+00  3.492435620690857e-01  1.675335523193888e+00  5.842589095344991e-01  3.769347622373477e+00  3.047474118460251e+00  4.476844559906514e+00  5.889035747062628e+00  5.534583485035776e+00  1.637400342997239e+00  3.562592284522228e+00  2.287143295220985e+00  3.524617543934160e+00  1.957839148846632e+00  5.231546335545541e+00  5.634211969604006e+00  1.494112235552231e+00  4.729983143931388e+00  3.285862794662698e+00  3.689667501219065e+00  5.541128599633047e+00  5.995968354511485e+00  2.137136564383381e+00  5.892875296584394e+00  4.341406187840938e+00  5.034740931557592e+00  4.012217629700189e+00  5.858940402514480e+00  2.687986595068412e-01  1.218184639642721e+00  9.402914427716671e-01  2.195476698428051e+00  2.509223001130506e+00  4.369919444964402e+00  5.142608437250902e+00  9.772949497777692e-01  2.600890732523220e+00  5.095711223793440e-01
  1.050909619159487e+00  5.876484072240769e+00  2.528932682361503e+00  1.975640388301968e+00  2.448538671373965e+00  4.421284051626711e+00  3.923160146308615e+00  5.523422628049980e+00  2.549280144329198e+00  5.956940829968683e+00  5.969345449608447e+00  5.284554097022747e+00  1.643118823288204e-01  3.137929991467393e+00  5.222184795954226e+00  3.952471080163657e+00  1.907155899617398e+00  1.943804950331517e+00  1.348237641038713e+00  3.930382626248387e+00  5.987138788474404e-01  4.472937695359352e+00  4.874147617081944e+00  3.593842991211373e+00  8.479806038858367e-01  5.545956395559923e+00  2.179806655382710e+00  1.185802342028403e+00  1.784852366507396e+00  3.466036319297945e+00  7.062992152848846e-01  1.393506598640081e+00  9.487151123542328e-01  5.875485762196949e+00  4.532954035603120e+00  1.404399160048197e+00  1.171756885413382e+00  5.208011199369864e+00  9.435968232602603e-01  2.298467237956366e+00  2.942492824520036e+00  4.264030699152694e+00  4.815459394518102e+00  4.839291277969965e+00  5.409380881150336e+00  6.081985226813586e+00  1.964238980927096e+00  2.001689387808187e+00  1.596466514279157e+00  5.903727155159980e+00  2.190734079537930e-01  3.252635026154167e+00  2.719347000132329e+00  4.969841252609066e+00  1.337321290312000e+00  1.911699415134475e+00  5.794386147961331e+00  3.629328121517781e+00  3.537597750694428e+00  2.867748901374730e+00  1.914229184452429e-01  2.808033586183788e+00  4.639696975041596e+00  4.846586709717680e+00  3.462811039346581e+00  4.742890300630586e+00  3.643403881827635e+00  1.655838080774169e+00  2.862523244075934e+00  2.174774912709478e+00  5.914592173367320e+00  2.299864700285192e+00  1.686529388768941e+00  5.374983972517129e+00  5.058269391768834e+00  1.331730665227123e+00  4.174618690777102e+00  2.802241282735576e+00  3.526098606717203e+00  5.021191208161264e+00  4.839642435560584e+00  4.291630930070992e+00  4.716504611288515e+00  4.977713275471104e+00
  1.867494947608225e+00  2.599144027279850e+00  3.477392401763101e-01  6.159881766299063e+00  2.117889186597133e+00  9.199762988805514e-01  5.993044476820195e+00  4.246041427957279e+00  4.298005418159399e+00  3.774010023385726e+00  5.469664194107337e+00  5.047561424178831e+00  8.325201122889888e-01  4.864765508405391e+00  1.443676796927854e+00  1.415184007378445e+00  4.326372643076375e+00  2.965783141196446e+00  2.573856100994693e+00  2.955635402029116e+00  3.494854314119686e+00  5.848035960323700e+00  1.281199634390621e+00  3.756585704016313e+00  3.276002576097386e+00  5.989199484295965e+00  4.592736234690751e+00  5.707896169495118e+00  1.691605851506881e+00  4.802563724838414e+00  1.751035038591188e-01  3.796129099785422e+00  8.439772589000487e-01  1.023642204865574e+00  6.133608162692282e+00  5.677857174366633e+00  9.683994502339480e-01  1.387191545149143e+00  8.033151117425650e-01  1.576290494288229e+00  6.498395946589026e-01  4.408581929303631e+00  5.616103769449522e+00  6.257984129092156e-02  3.814391379773858e+00  5.798615448473267e+00  1.466380131301338e+00  2.943932026581291e+00  1.750097880755747e+00  2.087756228732288e+00  1.122539951551021e+00  2.854592967022279e+00  5.714058855954679e+00  5.405241150069608e+00  2.544540014901667e+00  1.534282926365065e+00  1.387824277245052e+00  4.810689653133111e+00  1.011480587821604e+00  2.097966058801688e+00  5.436955889987332e+00  8.654255668096881e-01  3.300715132849966e+00  3.923425597179064e+00  2.686444655923201e+00  6.105986881430697e+00  8.294523943692506e-01  4.920366040786101e+00  9.189383969363464e-01  5.938735154638155e+00  6.042997666990574e+00  2.597708623483916e+00  3.158766536534175e+00  3.453765927679580e+00  1.291891113006186e+00  1.527874931648746e+00  2.572017487300766e-01  1.703649856199737e-02  4.824347087794298e+00  3.969092593717256e+00  4.740676074167498e+00  1.058056833401531e-01  4.763982203982144e+00  3.151355168690483e+00
