  5.494562466977183e+00  8.461819154634103e-01  2.121722583622247e+00  3.852274934625839e+00  5.027369041486430e+00  4.766036519048224e+00  1.225001255519589e+00  4.879920257559761e+00  1.277344282663263e+00  7.676271181520476e-01  3.855695453958677e+00  1.289853766438551e+00  3.120928292319586e+00  4.487804865935845e-01  4.118121944828496e-02  8.168558809335218e-01  3.026771100448287e+00  3.578365227638994e+00  3.319246869940832e+00  3.207462922807225e-01  5.002246737018923e+00  5.790698601991243e+00  1.894038758775236e+00  4.742779322377740e+00  1.679190168526592e+00  2.690118579358689e+00  9.820991731694366e-01  5.567122605599192e+00  1.699279686866070e+00  3.151259089691715e+00  8.221947793711018e-02  2.974680553755895e+00  5.394784914846028e+00  5.388484392321722e+00  3.906331215327721e+00  4.513695687813272e+00  4.680164164397093e+00  4.394298593895643e+00  6.874479020059637e-01  5.033208394844407e+00  5.658462576027979e+00  5.410833737306439e+00  6.029613460177889e+00  1.575513464190082e+00  5.514177857220852e+00  3.587358688841959e+00  3.505125967469976e+00  7.184372128752194e-02  1.585697150053375e+00  4.118949219498147e+00  4.985487739583682e+00  4.187272227047622e+00  3.640638803877894e+00  4.169685059625236e+00  5.350476593733975e+00  6.218263803448389e+00  4.783245133161857e+00  4.873196171607916e+00  3.927226870791656e+00  2.300402471619082e+00  4.717517530570056e+00  2.666967923110103e-01  4.837554346778026e+00  1.558463524924864e+00  1.697782527884248e+00  3.187053166519707e+00  4.900693445289665e-02  1.112987552934509e+00  5.343849156858741e+00  9.620568978274033e-02  6.060169763354803e+00  2.877122958864330e+00
  3.319128556808812e-01  5.908144401370179e+00  2.907356177439084e+00  4.147602785774089e+00  3.533983529369745e+00  7.339775238914711e-01  9.583800842714058e-01  7.819012373737282e-01  3.664389334230115e+00  1.108453813414548e+00  4.518557668936991e+00  4.440337920700190e+00  5.526410080819288e-01  1.571057340633632e+00  6.109953915180903e+00  6.426396974948385e-01  9.642922072598190e-01  4.920916145294141e+00  5.637601133606608e+00  1.197184613537678e+00  4.194614188615571e+00  7.036951556869571e-01  5.459501917533694e+00  1.733551663980808e+00  6.077330160764567e+00  3.665092791559295e+00  4.437041183745985e+00  4.253987406820109e-01  1.545199004773679e+00  5.325005871291780e+00  3.625962420472820e+00  6.112849266468363e+00  1.293231225517406e+00  5.169740880920809e+00  3.598914716039777e-01  1.631207756714880e+00  4.454337014231628e+00  3.937407269693604e+00  2.152688590275643e-01  1.536289297910452e+00  2.587280971053270e+00  3.216886367766886e+00  5.384498120288968e+00  5.579855488214469e+00  7.226942795179935e-01  1.793979413971811e+00  2.616043894930978e+00  2.310141368648469e+00  2.293502798906837e+00  4.901808857445216e+00  5.498598037856701e+00  3.242289891416356e+00  3.552577630268530e+00  5.128183033249466e+00  3.375071621359279e+00  5.964450985307946e+00  5.503486236675871e+00  1.678068553021868e+00  5.804967943348294e+00  4.988306914828812e+00  4.745155758409583e+00  1.308955024542799e+00  6.154008625895861e+00  4.650661816996157e-02  5.354985756173992e+00  1.882721785887126e-01  4.295544694738597e+00  1.354099388978705e+00  6.784612066835987e-01  5.717447330510090e+00  9.967428354714840e-01  4.610515007264715e+00
  4.303714018602954e+00  1.076127306200442e+00  1.192983234840898e+00  3.743059922347744e+00  3.076027162848348e+00  4.563010990281827e+00  4.279699009779154e-01  1.136159432924323e+00  3.062341574440211e+00  3.332477218395637e+00  1.177903776195922e-01  2.600343895210526e+00  5.088902347591062e+00  5.148128264798457e+00  4.720934166662618e+00  2.085076975615337e+00  3.930195854813488e+00  4.865196108694349e+00  5.728983719110161e+00  4.301261264537624e+00  6.576028300977551e-01  1.019481632837880e+00  5.432876886512715e+00  2.391619657699013e-01  5.558999337868826e+00  1.754741855934598e+00  5.985012919687470e+00  1.200376959461567e+00  6.215506415173680e+00  3.151404428441074e+00  2.786841567725675e+00  2.127386147086841e+00  4.910393501338583e+00  2.841957715847661e+00  4.500711076094909e+00  3.995311555463933e+00  2.051318119260602e+00  2.878498234201825e+00  1.305072053752568e-01  1.374264819444169e-02  2.968645118798972e+00  1.832059302573460e+00  2.397517265426644e+00  6.956762738152311e-01  6.127728681980340e+00  6.206566284775690e+00  2.830801753594705e+00  2.479215935115119e-01  1.293830730293823e+00  4.062294152473462e+00  3.515773993795792e+00  3.280219574954618e-01  3.344809717625682e+00  8.108391543407367e-01  3.196854063514947e+00  5.730275800189094e+00  2.589598928204496e+00  3.522794071462327e+00  4.330846837631432e+00  3.141188847568494e+00  1.114365675896686e+00  2.773646198496393e+00  1.249631848845504e+00  3.194034148993502e+00  5.707112098097869e+00  3.389734535169674e+00  2.235602112632347e-01  1.350389840744959e+00  1.576438125733657e+00  1.353786388847760e-01  1.106912494704043e+00  4.507079135566190e+00
  1.179073374562122e+00  3.186772630123175e+00  1.173283466225410e+00  1.896288667356255e+00  4.154867049043946e+00  6.070515714404424e+00  6.122789243622101e+00  1.681431104370264e+00  5.513765814769983e+00  1.432447716527405e+00  3.834984860359765e-01  3.488674741571390e+00  4.431690096987674e+00  5.641331958294391e+00  2.832758440423725e+00  2.351389807428176e+00  5.068927777656330e-02  5.334326056586497e+00  5.549888950211964e+00  5.704920733536077e+00  7.333661252823523e-02  2.909955395829224e+00  5.923490713533681e+00  8.526832489526909e-01  4.919244953632791e+00  5.282845228997620e+00  4.591960586899965e+00  5.360751653239862e+00  2.715244826036228e+00  1.866765549873387e+00  1.551481314825763e+00  1.642614220673186e+00  1.922639099986997e+00  5.436613539523981e+00  5.854518225157672e+00  9.367269908333131e-01  2.455798286531029e+00  2.942008706477634e+00  2.015676371784312e+00  5.816188493215220e+00  1.243252041876890e+00  1.572804809675258e+00  5.288229335842887e+00  4.369661880581055e+00  2.980233367857091e-01  6.055226600286668e+00  8.959272805846564e-01  3.294325633784095e+00  4.663169874369545e+00  4.554241777477749e+00  3.098539261449505e+00  9.516223118263187e-01  1.826373988357199e+00  5.317025172395489e+00  4.423666113899795e+00  4.944177689796872e+00  2.628039898015492e+00  2.525890110815046e+00  1.912555728506549e+00  1.328818912284149e+00  1.117431567828386e+00  1.423651967896250e+00  3.105934379919738e+00  1.833048137113733e+00  3.983142443018876e+00  2.768949860853942e+00  1.184875358422236e+00  2.013185102219166e+00  1.753367588954663e-01  5.441141546100521e+00  5.606386660605858e-01  5.951106303363338e+00
  5.802453690615162e+00  3.013406016895448e+00  1.793160997523934e-01  2.913172472081713e+00  5.138978631876728e-01  4.022438256670435e+00  1.671784560802019e+00  9.125532276392646e-02  5.907724283967926e+00  3.846677016437766e-02  5.487263123905101e-01  3.060347085993025e+00  5.196875869911062e+00  4.268572602158849e+00  4.622704425116241e+00  4.117573123350518e+00  1.706411558829556e+00  3.322047328008283e+00  5.510158166343521e-01  5.562843893498009e+00  8.532664633381927e-01  7.207141953503107e-02  4.278708191612516e+00  6.057392745384839e+00  4.517442703937350e+00  3.779736287245170e+00  3.787732829745566e+00  3.700534260696454e+00  2.989902504852769e+00  1.124041819676281e+00  3.146977437306252e+00  2.573675689807789e+00  6.159698582698042e-01  1.459398682181521e+00  3.109396024442501e+00  6.223633411935905e+00  4.624058359236099e+00  6.150872848696985e+00  3.333864901426109e+00  6.001745373903162e-01  2.155918132691362e+00  3.391081358617355e+00  6.726537046423919e-02  3.436556282733215e+00  4.227926634461110e+00  4.671461666848119e+00  3.459109929019370e-01  4.595931636651112e-01  1.291565488235406e+00  5.894085739256804e+00  2.745158657717994e-01  5.742113312390082e+00  5.886830924374949e+00  1.204863493418467e+00  2.915188125973110e+00  6.129668934312133e+00  1.788828511758456e+00  3.451241859660706e+00  3.526654945844037e+00  2.396477829508525e+00  5.485836290971404e+00  5.558168006755321e+00  6.227730574637757e+00  3.851115168662754e-01  1.128102439614112e-01  2.833744134810637e+00  1.582090860164008e+00  6.039635118155744e-01  6.136592315552599e+00  4.904488201804286e+00  2.018040511630670e-01  2.080413225719628e+00
  8.477020934695912e-01  6.244767614975645e+00  2.090446183179276e+00  4.480377170448250e+00  3.348520558117677e+00  4.526006973627088e+00  3.260263323941888e+00  2.019269747299491e+00  4.489881664314187e+00  2.831376638757914e+00  3.663421147016022e+00  1.271337738377877e+00  4.762385889296163e+00  3.532003934662006e-02  3.881989914477660e+00  1.842645132960592e+00  6.032811141034687e+00  2.338025467300447e-01  4.286702487268727e+00  1.492794948883044e+00  2.284369037219937e+00  4.476888273876599e-02  4.226025056987966e+00  3.933413883085228e+00  5.867778378149611e+00  5.168906961034434e+00  1.095743571686234e-01  1.711748689550942e+00  5.838171071646964e+00  7.191493860196821e-01  1.096716998069193e+00  1.074815993557990e+00  2.888603348836657e+00  1.050650121879505e+00  2.325540351540898e+00  4.282113384625123e+00  4.194859653450082e+00  4.836179418573936e+00  2.110775076267938e+00  5.502687081427751e+00  2.121699708222655e-01  2.908031942999978e-01  5.402116603943615e-01  5.942277878092846e-01  3.596071627009089e+00  4.526775728465218e+00  4.766632483323251e+00  5.618790333267381e+00  3.106382746483551e+00  4.132309402563525e+00  9.004322182581739e-01  4.315099156311445e+00  5.666569934662159e+00  2.893198977487357e+00  4.951702965515167e+00  2.679184031850780e+00  2.380195055481468e+00  5.221520418399980e-02  9.336547528727015e-01  3.410477678622851e+00  5.026926883314717e+00  4.140802923805565e+00  4.650088527412798e+00  4.097010785056505e+00  5.044482759951438e+00  3.179796031893317e+00  1.078536890581437e+00  2.100009211357518e+00  4.210987166110746e+00  2.611181932139915e-01  5.661658064439880e+00  5.749222002749176e+00
  6.282712708109723e+00  3.866860291069681e+00  1.530901552329627e+00  7.400893606286456e-01  4.577350130768940e+00  2.253437032869472e+00  4.729051824540240e+00  1.178254646511527e+00  1.131395805506832e+00  5.451113026824190e+00  4.939346895786887e-01  1.796659760510079e+00  1.012840956217681e+00  5.553548872750410e+00  5.178795797006631e+00  6.278919620613160e+00  6.032988093318389e+00  4.963326239416683e+00  1.135847426769645e+00  4.756180318691391e+00  3.586556556608291e+00  1.578959769096755e+00  9.504650853334659e-01  5.030661840502384e+00  4.219543781686044e+00  2.846192229141720e+00  7.698101258591692e-01  3.484044509986176e+00  6.096751822523604e+00  2.695920197353272e+00  4.596409829336809e+00  2.493124190049600e+00  3.800401109760283e+00  2.072010263219927e+00  1.345293690802535e+00  4.276550705940297e-01  3.200849818055859e+00  3.927396365666994e+00  2.439642525304378e+00  1.204320733287177e+00  3.064340684192341e+00  2.114580382704899e+00  2.831275309369088e+00  3.708286045486920e+00  4.645713931136337e+00  2.046909143827009e-01  2.596641516348890e-02  2.643117002047847e+00  3.046422132046305e+00  4.958290304111928e+00  5.118052606792722e+00  3.224217312400962e-01  3.642681798283864e+00  2.652147517722442e+00  3.848710881177314e+00  3.067413366963093e+00  1.842845653358687e+00  3.332797444441012e+00  4.877241034785031e+00  4.740461165616005e+00  3.051299957867725e+00  2.926426207101709e+00  5.563193625390517e+00  3.925087721323155e+00  4.119889624044685e-01  1.940412361391311e+00  4.874018892328878e-01  7.778168812243593e-01  2.318292080108734e+00  1.744483305610345e+00  4.975540018647584e+00  2.608860360615114e+00
  4.944180330996367e+00  1.602462255986831e-01  5.236737228801828e-01  2.420367920704803e+00  4.668407009676848e-01  4.096225683449003e+00  5.110389267745753e+00  1.165451363934007e+00  2.595143235842293e+00  1.305931860299035e-01  2.372186370719719e+00  1.994449059233862e+00  3.320184986038448e+00  4.628252021310109e+00  8.127598821388713e-01  4.410542296377738e+00  1.418862589300039e+00  1.568641216935381e+00  4.816038330944619e+00  2.747540504129700e-01  4.391647100317638e+00  5.562003225564630e+00  5.751981034849559e-01  5.738033317176646e+00  2.525212337986662e+00  3.859449656536672e+00  2.526266903549972e+00  1.250613039009078e+00  4.289824680030991e+00  6.756324756787112e-01  1.027093495989823e+00  1.329565958836035e+00  3.022773922034055e+00  5.318784689945286e+00  3.062719862964172e+00  5.885327068161218e+00  6.600516021284615e-02  5.720648466936877e+00  5.173166125625303e+00  5.198126566250592e+00  7.826231639622770e-01  1.866083126298323e+00  4.989898922132250e+00  4.803782415699437e+00  3.066108504045804e+00  1.879359155476614e+00  3.654270207956122e+00  2.471376045888032e+00  3.867118625829958e+00  2.939020999570082e+00  3.904705573140243e-01  1.507007063567206e+00  3.672370004376910e+00  5.207659743332802e+00  3.045305704937029e+00  4.026930371365346e+00  9.634072692743901e-01  4.169148627171921e+00  5.912519417298239e+00  2.203642475866414e+00  2.926113143456145e+00  3.470350186109024e+00  5.654665479504205e+00  2.725044433498234e-01  5.046614972599329e+00  1.486991105103543e+00  4.588799273995008e+00  6.038370447676985e+00  3.661760417343587e+00  4.040231657730120e+00  5.284792750730984e+00  3.102001261151779e+00
  5.292201229490091e+00  2.235284988172629e+00  6.025883118649081e+00  1.147504260301788e+00  5.091211324146203e+00  5.289324263151516e+00  4.767694470715971e+00  1.946812771200019e+00  1.071065987805084e+00  3.568061880974795e+00  4.828508339810553e+00  5.756260190899879e+00  3.986826041466648e-01  7.235064385142297e-01  8.219952497097232e-01  5.562690590323193e+00  1.722322094486072e+00  5.678296319709646e+00  4.186713720272132e+00  5.184930970261126e+00  4.563469422438871e+00  5.594041207698176e+00  5.237594897476486e+00  1.319232569250681e+00  1.615881202028238e+00  2.667550833370644e+00  1.981905792740749e+00  3.106992919082733e+00  1.450004017210141e+00  1.979688969945404e+00  1.641195362705910e+00  2.339736431104439e+00  2.604606897674780e+00  5.286720007731715e+00  1.924644314186403e-01  4.691384285539819e+00  6.693572503514533e-01  1.495617319380612e+00  4.969367046013255e+00  6.067918542731214e+00  4.143576797427236e+00  1.504209316394219e+00  3.256467720615714e+00  3.470948509621022e+00  3.476291552245804e+00  2.532499015985046e+00  1.583865151472736e+00  1.732521830792818e+00  1.819341148230003e+00  7.163869174677029e-01  2.595769194105898e+00  5.851795045054266e+00  7.111759139346729e-01  5.579345176068749e+00  5.871715402543722e+00  5.477195906044313e+00  9.294845200551958e-01  2.243149855707837e+00  4.596852658292510e+00  3.474164470348653e-01  3.212021430901008e-01  2.859477717607100e+00  1.247954836303660e+00  6.723489797092644e-01  9.359977034550399e-01  9.981294484457824e-01  4.079115915318138e+00  2.045516690567506e+00  3.304188362266073e+00  5.148832661938267e+00  4.436865653406885e+00  7.137652674842757e-02
  7.883369712267233e-01  2.264626341966634e+00  5.209096264157628e+00  2.645722283405420e-02  2.037772518188748e+00  3.934563064631961e-01  2.296287104091478e+00  1.437770780209682e+00  2.773211972185732e+00  6.205554906218625e+00  5.902035434365524e+00  5.032409665799409e+00  5.664427375605195e+00  1.659853367812410e+00  5.978360128323751e+00  2.535804441016916e+00  7.496753287134504e-02  2.407171534419843e+00  6.493771211826369e-01  1.327426148558407e+00  1.630323571815862e+00  5.320004918309291e+00  5.815843672860550e+00  5.011048445235461e+00  3.950390020667831e+00  3.891804198376701e+00  5.205432929606453e+00  6.442621353669554e-01  2.757184437791250e+00  4.968553043626482e+00  2.552028524443873e-01  4.399646124251991e+00  2.477610693631895e+00  3.431905629587797e+00  4.480517272225636e+00  1.477114378338042e+00  2.709291481448401e+00  2.780869160959070e+00  2.484168888442874e+00  1.142403036818158e+00  1.048499638155349e+00  4.352368685987631e+00  3.058328634471136e+00  8.102674288269873e-01  8.071949619142070e-01  2.793409222433962e+00  2.737736075532157e+00  3.511735355171999e+00  4.137069836344975e-01  5.661606556632938e-01  1.341084441755862e+00  4.087289188147700e+00  3.658267425679207e+00  2.947433585592746e+00  3.396996576737627e+00  5.035267489188531e+00  4.828733226083908e+00  1.122876353643635e+00  2.113121914593592e+00  1.382839493619598e-01  8.406042360856312e-01  2.898227240547013e+00  1.937255885723048e+00  2.644657476343673e+00  1.041158962532684e+00  3.069803382306080e+00  2.380358325097353e+00  2.904737533855946e+00  2.418806138657716e+00  1.989665720480436e+00  3.578118191310704e+00  2.319501001554905e+00
