  3.224067062049978e+00  2.352742331160552e+00  2.024670684731887e+00  1.374487325953162e+00  2.148706673815294e+00  1.565994149618060e+00  5.478578423150964e+00  3.365730583872891e+00  2.387811879164075e+00  2.297554953044465e+00  5.309885730137771e+00  2.612230633575994e+00  2.625588161882859e+00  2.652487136533258e+00  1.814182000527332e+00  1.597733470722036e+00  1.351278531662208e+00  6.136969368157296e+00  4.042840486637987e+00  2.238002323478111e+00  5.341841070770764e+00  1.549803109920990e+00  2.801514556949882e-01  1.113992103942096e+00  6.029103886351343e+00  5.113434705147595e+00  5.496950066342735e+00  5.853293708431512e+00  4.134988292796162e-01  4.780207122299289e+00
  4.740067277232725e+00  4.181822082712479e+00  2.243056648706726e-01  8.899163648167768e-01  1.679951456252185e+00  4.485367667756835e+00  4.792506941906563e+00  6.278968126373254e+00  3.295470345628214e+00  7.888544522404400e-01  3.009186032781132e+00  2.821803855310569e+00  4.206838029542785e+00  4.098042091933934e+00  2.589766053254445e+00  5.072782590929894e+00  1.510323899397842e+00  2.626332072003105e+00  6.223959599309076e+00  5.872664104105328e+00  2.336595935318454e+00  5.094586617332175e+00  4.876032656086229e+00  4.731901974788882e+00  4.593158645290579e+00  4.605836064272136e-01  3.819355647323004e+00  1.273756127375716e+00  2.993553579529677e+00  1.567274605969854e+00
  6.141424449341565e+00  5.665381440159591e+00  5.035646560359505e-01  1.117665398956453e-01  1.186886986564754e+00  3.403763756234031e+00  4.679480911100701e+00  5.526981356657794e+00  1.514874825803794e+00  5.386332604865726e+00  5.540401625008538e+00  5.160951776801979e-01  4.920528085435907e+00  8.830715344820059e-02  2.910915000634906e+00  1.488873836280308e+00  1.864373412610803e-02  3.870274302638699e+00  5.609680877237111e+00  1.587801204669512e-01  3.502480371257320e+00  4.412806675166084e+00  1.896748464555344e+00  4.519611443935781e+00  1.367594819917154e+00  2.808378112241833e+00  4.428588144048134e+00  2.287929140672833e+00  1.403646942881951e+00  4.056257498741209e+00
  1.457237877847846e+00  5.044424535828234e+00  1.958975402620309e+00  1.172670044044051e-01  1.589766739755267e+00  1.607783856245515e+00  4.258962196492618e+00  4.462981724183342e+00  3.068116793677852e+00  7.296101074663297e-01  2.467347600738885e+00  3.476673072056803e+00  2.563982871300883e+00  4.688074868770150e-01  4.269433069440829e+00  4.206742548730976e+00  3.366517970145617e+00  4.661175553953287e+00  7.834984580778288e-02  8.621384593811732e-01  1.246692092797585e-01  2.365695897306748e+00  1.762531480817311e+00  5.482990545239552e+00  3.844642442885992e+00  2.236082748271876e+00  2.560742148536051e+00  3.515104787771973e+00  5.948893849842989e+00  3.176208957940974e+00
  8.939779215360150e-01  1.212558612832259e+00  5.195262866025027e-01  2.975067798143257e+00  3.393499070166007e+00  5.777169691424740e+00  4.737777136077082e+00  2.392341545031321e+00  3.429350328561661e+00  4.028094256640260e+00  7.950468935518444e-01  3.060243724107626e+00  1.860072243418842e+00  1.907485536619833e+00  6.029269553608876e+00  4.144264445065519e+00  4.689879627587414e+00  5.973270942161116e+00  2.769657827675283e+00  1.021242726712838e+00  3.656768900033469e+00  3.746870575604699e+00  4.559443379934780e+00  3.288443635025409e+00  8.540563632965839e-01  2.563798704569701e+00  4.737905962632714e+00  3.096707340615735e+00  2.386393394535571e+00  1.656017571261006e+00
  2.823276873180182e+00  3.255461820778999e+00  1.055402739845907e+00  2.082520697473708e+00  2.462069296959909e+00  2.572462171129488e+00  4.136953443649053e+00  4.030496799518327e+00  2.995977678235999e+00  5.847854838311399e+00  2.582333314785494e+00  2.978783397716244e-01  6.162822673772454e+00  2.756731455094828e+00  3.770903260300937e+00  2.212009870794752e+00  4.934739024028860e+00  4.184501649949257e+00  5.156204825073247e+00  1.574426162261920e+00  8.102786709169605e-01  2.593780911368699e+00  4.778024206236013e+00  1.872045427424187e+00  2.873706996668627e+00  1.396537811006185e+00  3.022602958179208e+00  4.967624231822056e+00  2.240987221290700e+00  2.229542999524006e+00
  2.021151819823359e+00  5.573729851393834e+00  3.783977068743599e+00  5.582375933863849e-01  4.481055671388547e+00  2.655152235074429e+00  2.349362257215997e-02  3.874417255089883e+00  5.760550315756073e+00  4.553726233434703e+00  5.442554124340663e+00  5.030568754389622e+00  3.881006326271407e+00  4.209382083000914e+00  2.504217698625774e+00  1.499640328525347e+00  3.323788444417342e+00  2.958469510448995e+00  4.408911408725470e+00  6.403280101144847e-01  4.957947819133952e+00  1.641909280374078e-01  4.601851193512396e+00  6.751749106202846e-01  5.339422868853367e+00  1.711231500919112e+00  1.025563787303732e+00  1.043347922569940e+00  2.653303007488018e-01  3.544655851212823e+00
  4.986231998280600e-01  1.608817538467683e-01  2.258505570096808e+00  1.828071259227904e+00  2.054414833626420e-02  4.373370815500974e+00  1.106517688920080e+00  4.971108070594735e+00  4.074264169582963e+00  2.368420022799514e+00  2.925860077134461e+00  2.684707192824519e+00  3.804840636510546e+00  5.224780477788627e+00  4.251390127473991e+00  4.720603386017648e+00  7.085901727551201e-02  5.973769991885042e+00  5.330432231101094e+00  4.334058572709013e+00  5.423220932219817e+00  3.845816448240433e+00  2.443167391516059e+00  5.160530465638483e-02  5.384857779036112e+00  4.102585092271842e+00  4.737589616304197e+00  3.223222746427877e+00  7.293706846926067e-01  1.509245059632397e+00
  4.914887918769707e+00  4.494777359499070e-01  6.008092840143174e+00  6.248710387470767e+00  3.367046873512671e+00  2.664679178745244e+00  1.711654526816083e+00  1.727070629766688e+00  1.654809934190755e+00  5.592673753486263e+00  4.458007470044306e+00  6.081091443137928e+00  2.377386069831715e+00  5.287346675047185e+00  4.663047870784511e+00  1.265903898007251e+00  9.142688229908200e-01  4.223047958707231e+00  4.420116335574545e+00  5.269749053842025e+00  6.520398922412057e-01  3.714590902633753e+00  6.301763529622542e-01  1.470744211955230e+00  3.564360463868466e+00  3.722545694570194e+00  5.747338486705474e+00  2.655646925456451e+00  5.153057763055266e+00  6.767170566806827e-01
  3.124140301549768e+00  1.890330992819689e+00  4.361860837706940e+00  2.430932388388336e+00  4.121038739056061e+00  6.177106807228179e+00  4.518908353029247e+00  4.572044584816712e+00  6.277257964917180e+00  3.534674681455103e-01  6.078297337262621e+00  2.244504114431285e+00  6.128913846969433e+00  1.887259870228311e+00  1.365452539133605e+00  5.956893585514929e+00  1.604656030463780e+00  4.487277232418012e+00  5.135264438759743e+00  1.948833088725371e+00  5.857292328587239e+00  4.569259158840564e+00  6.169344385738667e+00  5.415192636471211e+00  1.548769444477553e+00  3.880625694961037e+00  1.749104784900325e+00  6.241499348279406e+00  5.024259379057092e+00  2.042634376932469e+00
