  2.151942914797996e+00  1.590711302680937e-01  2.020812546548995e+00  5.872993270568196e+00  2.646018459926039e+00  2.823047124310679e+00  9.896661317736230e-02  5.846473572188532e-01  3.970752438576364e+00  3.566060544114375e+00  7.957253618299017e-01  4.799671682546669e+00  3.634393346878557e+00  5.604719499494347e+00  4.384256371300395e+00  5.738230466989472e+00  2.661140688380678e-01  3.284245948540333e+00  7.904170897057364e-01  4.449024583509930e+00  4.727975288706674e+00  6.122644278700706e+00  2.707418301218161e+00  1.425831437194589e+00  5.318282467769762e+00  2.080385739435816e+00  5.125499718809312e+00  3.885133598258618e+00  5.063718397452082e+00  7.701576584397227e-01  2.955304971317735e+00  3.615241213765709e+00  1.167048993279219e+00  5.490938621940195e-01  7.743520073022935e-01  1.490144054575009e+00  7.082882442520807e-01  1.498127806005265e+00  5.520746428249118e+00  3.930300842262460e+00  3.459560573382373e+00  4.841439538019288e+00  3.972828015564433e+00  2.204678496254465e+00  2.482118542183683e+00  4.920499498365078e+00  1.452477807318656e+00  2.803267210438001e+00  2.917847853530212e+00  3.402579698463121e+00  4.007881778755756e-01  3.087478756062276e+00  2.130558391275323e+00  1.627512022127831e+00  5.992577004968680e+00  6.418755718199297e-01  9.371043890297296e-01  4.505656022637276e+00  1.748137600705365e-01  2.229870008179260e+00  6.039483137383684e+00  5.663868168163694e+00  4.798787977430710e-01  5.008744940156134e+00  5.520709102628649e-01  5.666852988477259e+00
  2.752676210036220e-01  5.663768464761839e-01  1.880263541757768e+00  2.128140699854229e+00  2.671854778322775e+00  2.701680344839469e+00  1.115843076465278e+00  6.147845643864951e+00  3.903592430092429e+00  5.599424455070950e+00  3.371940307059031e+00  1.812335059254739e+00  5.399234913503423e+00  5.653647021804583e+00  5.006862697196337e+00  9.333745002916612e-01  3.741393722119883e+00  8.087360319078567e-01  2.003435785300283e+00  3.780495882761500e+00  2.682059983996291e-01  4.925357078021961e+00  1.365320849982859e-01  4.256613732507121e+00  2.844213185201617e+00  2.037541938408074e+00  3.923239364561658e+00  2.168144380474662e+00  2.287284445275275e+00  2.860017439841540e+00  1.472829119975169e+00  5.312835327680087e+00  4.958492415619117e+00  2.348255929952105e+00  5.821506471612877e+00  3.111982428854283e+00  5.585895642252337e+00  3.466406261380068e+00  5.712209361712566e+00  5.333781525624538e+00  6.157060300431203e+00  1.450757993995316e+00  5.724648775755766e+00  3.221868240004517e+00  3.833382601391402e+00  2.021190659442681e-01  7.244720612033365e-01  1.147511538374211e+00  2.249186460782669e+00  2.599392466612968e+00  3.303074679931590e+00  4.054667189462634e+00  2.023505448755611e+00  1.466839034925534e+00  5.981838172665408e+00  2.101871446984922e+00  5.460882727899317e+00  4.006394508725584e+00  5.662583753150535e+00  1.522080748024693e+00  2.118284155587383e+00  3.140159394116276e-01  4.111824282786882e+00  1.558314470270673e+00  5.999613076947884e-01  1.619324608212613e-01
  5.690630425054668e+00  5.023432143004663e+00  7.182511547528959e-01  2.705064805115672e+00  1.882501353526651e+00  3.139142476857263e+00  3.587055145819226e+00  6.111479570899710e+00  6.115726503290991e-01  4.941916616147404e+00  1.809893941444175e+00  5.910082168746318e+00  3.743049117643724e+00  8.090208095982390e-01  6.200727088908854e+00  3.997711321942437e+00  1.191928772101845e+00  5.422656753838552e+00  5.614938832902028e-01  3.078486878686425e+00  3.698396679991456e+00  5.539678309665812e+00  1.979376144969269e+00  5.988698815292156e+00  4.622495097573840e+00  4.436559055047041e+00  5.657825209357523e+00  4.493722940131570e-01  1.222273660137788e+00  4.696821907077925e+00  5.441293090250646e+00  3.903224458927593e+00  2.448792760690646e+00  4.643487685811984e+00  2.201540857800543e+00  2.451631132877271e+00  5.627211434641849e-01  5.298545167151862e-01  1.072143706182474e+00  3.856053843302717e+00  4.329729637138400e-01  1.196947353282426e+00  5.082103996300805e+00  2.372895821768969e-01  2.234890722751031e+00  1.353147863530193e+00  3.253327100354887e+00  3.031279872662794e+00  3.984523156795160e-01  2.265378630279130e-01  5.915189997856188e-01  4.649320763966907e+00  6.285665528557662e-01  3.718816684663193e+00  4.755714331700142e+00  2.029335705004120e+00  5.323911829010776e+00  3.108498830598724e+00  5.504547974414822e+00  5.865426297709491e+00  5.432134339622774e+00  2.541593247847097e+00  5.477244313582071e-01  2.365215083489030e+00  1.507586788239504e+00  3.163263481903904e+00
  3.973437196962500e+00  2.024420383615178e+00  9.925552100868630e-01  2.568834384658906e+00  4.476325907861104e+00  5.279211396659454e+00  4.982264625438805e+00  2.188880890045330e-01  2.436944274614579e+00  4.198098382351446e+00  8.787655175798168e-01  3.727318603104127e+00  4.756538835267013e+00  1.470032961161459e+00  4.142573425951862e+00  1.512907483615007e+00  2.294749851917326e+00  2.970997237294283e+00  6.272934668455531e-01  2.010041214418403e+00  6.197307962641625e+00  3.705619055881272e+00  1.941983928260522e+00  3.962709862440996e+00  5.197228131091902e+00  1.490873892510517e+00  3.811814683919993e+00  2.190206386302059e+00  5.693026264860043e+00  5.693872159665306e+00  5.850086193905526e+00  6.246851522677856e+00  2.765080170824485e+00  1.285821565630922e+00  3.595044930401453e-01  6.126207736346409e+00  3.020796800210890e+00  5.474773105110052e+00  3.738624454856319e+00  4.026096417228327e+00  3.347313421608388e+00  2.901085873882411e+00  4.041293789838347e+00  4.044169111060129e+00  5.663551595240025e+00  3.091746520504221e+00  5.466431933019166e+00  2.665470577078113e+00  5.868800154399898e+00  4.751713048431954e+00  4.521158206376792e+00  2.486805870949305e+00  4.504720310811246e+00  1.377306596179312e+00  8.465391983562586e-01  2.871511035872385e+00  1.826673943040594e-01  3.529748812176424e+00  5.920317689162204e+00  4.124728555412458e+00  3.258498086753835e+00  6.259352540184018e+00  5.650971871905313e+00  2.057390961000243e+00  1.599085548874538e+00  1.303729716016395e+00
  1.051007562009045e+00  3.870407784948851e+00  3.356931846258144e+00  1.030069165896826e+00  4.434201184782606e+00  6.198399833957283e+00  1.218735485040718e+00  5.711796830377480e+00  6.495376984690417e-01  3.090756363491906e+00  1.169882073675781e+00  5.991164198708742e+00  2.867527586199226e+00  5.729157995022401e+00  4.176554160430521e+00  3.746028600835420e+00  3.823011986178730e+00  1.957466339573397e+00  1.283218436658786e+00  5.421374878191278e+00  1.645629610719864e+00  6.137905157186038e-01  5.307402281857671e+00  3.242169561875613e+00  2.431865819545821e+00  3.357561315101484e+00  2.205099822533568e+00  6.265364815238635e+00  1.076027478377980e-01  7.170961876699155e-01  1.570500298335850e+00  6.053057038795344e+00  4.453999805053297e+00  4.328307066834673e+00  5.578082646178609e+00  1.164901926998300e+00  2.916806341601091e+00  2.235771795258293e+00  2.887766570573002e+00  8.113833237265839e-01  5.944834770424182e-01  5.764686827150665e+00  3.352912781511726e+00  4.408602924107672e+00  1.630314347864622e+00  2.427418572466830e+00  2.379300266661720e+00  1.883102533398264e+00  6.012678998853501e+00  1.283473782929541e+00  6.221813572187209e+00  6.120985727195978e+00  4.335892187462703e+00  2.001524621386127e+00  4.388243862817975e+00  2.510772449621920e+00  2.396841077719215e-01  6.233079660187363e+00  1.876157827112427e+00  3.166625077204821e+00  4.291323417322412e+00  3.296387318565653e+00  1.733750538476016e+00  4.654776826958426e+00  1.385248698789493e+00  5.112008984797422e+00
  3.587497880689020e+00  2.102876189479005e+00  5.456081948408315e+00  5.286115375703957e+00  5.094332802832616e+00  1.912339334245551e+00  2.166746536374011e+00  2.234918973462535e+00  2.728586120199931e+00  5.373005521809201e+00  1.819774258902024e+00  4.938835990218676e+00  2.302167624908471e+00  2.312143209370732e+00  5.768293082553855e-02  4.755749336607655e+00  4.859271143675391e+00  3.884134682486280e+00  3.101203962144041e+00  2.993898280842231e+00  5.940132220783575e+00  2.070774696446390e+00  6.149267814093008e+00  1.614582258421487e+00  4.452831186560924e+00  3.298443403467203e+00  5.100401900628214e+00  3.480896883157802e+00  3.352208423792684e+00  4.532239788121180e+00  1.478673081630766e+00  5.525246144528444e+00  6.870871457104376e-01  2.391269306325261e+00  5.751836057368306e+00  1.513852951370202e+00  9.482719142865265e-01  1.507783483335554e+00  2.840167200418933e+00  1.687110676300489e+00  4.398742350214397e+00  6.584467822426765e-02  5.578439717808599e-01  3.740817074864271e+00  1.314821614802402e+00  1.883927116795796e-01  9.512845407796566e-01  4.275429984575426e+00  9.061705987623758e-01  9.597102765227986e-01  3.172049877066112e+00  3.951756320331424e+00  4.909485402403311e+00  4.866714460889509e+00  3.301220453801599e+00  2.248361897718281e+00  6.550284087366817e-01  1.562707179904506e+00  6.078986262218952e+00  3.185026218587644e+00  3.502150204023605e+00  1.518529179474642e+00  5.644166550169519e+00  4.812849828121786e+00  1.774372609214518e+00  4.544436934831684e+00
  1.237868466589560e+00  3.299550809507690e+00  3.807996561295516e+00  4.210083177810749e-01  3.204306104923361e+00  2.794420991877623e+00  3.877605323438329e+00  5.640002594723033e+00  2.267683785669369e+00  3.943481779749203e+00  3.802213257752011e+00  4.359266130087479e+00  4.181149136569702e-01  3.112850484529658e+00  4.355452957145081e+00  1.786681021808867e-01  1.681882043733653e+00  2.741331830660880e+00  1.159717640434707e+00  1.801440018655844e+00  2.449561076951539e-01  1.681107452357572e+00  8.006881865960753e-01  1.743219385642461e+00  5.862089398439918e+00  1.406755887448671e+00  2.984041591256678e+00  5.410111563823841e+00  5.008866661019600e+00  2.808306061748259e+00  2.145575229917430e+00  2.459289271799372e+00  1.146117612684403e+00  5.149588559460359e+00  8.948843338236174e-01  3.480334867328399e+00  8.642456439233729e-01  9.673826028719769e-01  3.763049942157435e+00  3.503693837520579e+00  4.425467473731951e+00  5.881819253247787e+00  4.170075693897647e+00  2.349037640088643e-01  6.107543745946979e+00  4.543726748482555e+00  5.726736120453973e+00  4.350982445398806e+00  5.269625641124353e+00  6.115828937985650e+00  4.459651511260772e+00  2.506342337223139e+00  5.555740165487772e+00  8.711263831550744e-01  1.452950014742620e-01  5.536299783077371e+00  3.405999085566814e+00  2.881719505800956e+00  5.481841657762351e+00  1.669766416979019e+00  5.967235444464190e+00  5.618000409493807e+00  4.589621843489544e-01  2.266555851621826e+00  3.541496827281254e+00  1.978759908750769e+00
  5.256505216191218e+00  1.670528902268547e+00  1.938541507489399e+00  5.245272194982494e+00  3.456733229125303e+00  2.483568458420516e+00  2.948929236682476e+00  6.193172515462468e+00  2.120647788463849e+00  5.367370151368521e+00  3.882926453077329e+00  5.916207901827052e+00  2.722973007126618e+00  6.468029687163676e-01  5.638468981706533e+00  6.086401408945365e+00  6.028173456387862e+00  2.162586011578877e-01  4.033115793502027e-01  1.903578626769904e+00  4.786699186790910e+00  5.121676194588261e+00  2.397357989402471e+00  5.051301005601535e+00  3.429933200585337e+00  6.117862256751722e+00  5.240240425465103e+00  1.934957329149098e+00  2.845934428041969e+00  1.342867291331635e+00  4.387104970283331e+00  3.363336443209045e+00  4.397996583933825e+00  4.244497746652844e+00  3.239255029707959e+00  4.666620962648760e+00  5.226616215803435e+00  4.763906953255656e+00  2.795690335578345e+00  4.069279450588092e+00  1.349353800795366e+00  3.479181889348232e+00  4.139836072354423e+00  3.251223416906506e+00  2.258960133122683e+00  6.182898877068575e+00  1.461774370907719e+00  4.995397337281177e+00  4.327568344734761e+00  9.054559338884195e-01  3.562728978654193e+00  3.360870018063452e-01  3.417661158415767e+00  6.176311632770493e+00  2.934318050180140e+00  3.275333446182216e+00  4.074069823396433e+00  3.059262327892610e+00  4.086284188642516e+00  2.504794631722161e+00  4.900506426155682e+00  1.859807143369647e+00  1.873215257857293e-01  2.422540765936620e+00  3.647412710051400e+00  3.395036211699975e+00
  4.343735423138313e+00  3.861732264643339e+00  3.843128154618808e+00  4.531231520527977e+00  9.258635328111424e-01  2.073877881221189e+00  6.278877340840085e+00  3.810520926177814e+00  5.195928370389071e+00  6.207520672771149e+00  5.380920195852352e+00  3.037882428430972e-01  3.712984295447740e+00  2.631811083881509e+00  3.305856695068813e-01  4.128538600623143e+00  1.896058664242834e+00  5.851430352838316e+00  2.028123111557937e+00  3.172720456696610e+00  5.676390033675736e+00  5.564818296809684e+00  9.561559808868118e-02  4.519992409029966e+00  3.481797153720925e+00  3.584130859421551e+00  6.822934171641836e-01  4.468614544978189e+00  4.317886041209992e+00  3.884303642631227e+00  5.816426977314976e+00  1.045648445170937e+00  4.622972259358715e-01  2.979921313275780e+00  3.068747896681742e+00  5.882668073769773e+00  4.325643566307542e+00  1.761600212241335e+00  3.829325486644094e+00  1.826524999918017e+00  8.496675800778004e-01  3.405958541164921e+00  1.134368552644118e+00  5.723665193681327e+00  2.464941224535265e+00  2.984741238977293e+00  3.866078564451381e+00  1.033017804775656e+00  3.450447192171101e+00  1.897134711117081e+00  5.642308703412945e+00  3.473768026350212e+00  1.012042082088764e+00  4.979260835915911e+00  1.229852537366564e+00  1.365020576974299e+00  4.586937609169961e+00  2.709179096513597e+00  4.566595037473544e+00  3.351938456967402e+00  2.369772584437859e+00  5.634564256328447e+00  2.743301563375473e+00  4.564885964898978e+00  2.568501795861828e+00  2.485886677417580e+00
  3.772640158710394e+00  7.759844032026928e-01  7.475949769783394e-01  1.709520687368780e+00  5.110047291386824e+00  1.927381545897265e+00  4.416524644772523e-01  6.005045561148009e-01  4.852309267107115e-01  5.487034257306679e+00  1.062996585579531e-01  6.063369398256286e+00  3.855648708597572e+00  4.241311961145587e+00  3.083878247118851e+00  4.721485646672971e+00  1.284148315941937e+00  3.546627741202964e+00  5.988289464782173e+00  3.848814830746588e+00  2.403518706232165e-02  5.109885967865362e+00  3.053320670678563e+00  1.758709386252327e+00  1.261259474713082e+00  1.632873553664903e+00  2.327257266488967e+00  9.555452758650191e-01  2.468368523096873e+00  2.381103104333993e+00  1.302079842744498e+00  4.961057106577091e-01  4.773376344939343e+00  4.240888536059195e+00  5.284435298684238e-01  2.023037638580046e+00  6.150690621102311e+00  3.861144089113818e+00  1.897740866995272e+00  5.450654670360476e+00  6.360947915730514e-01  4.476506466370833e+00  6.291887188555566e-01  4.884684135960523e+00  3.579761349044935e+00  1.515344391376335e+00  1.317025521959644e+00  4.177931684233824e+00  7.268160362013866e-01  4.771390620670384e+00  3.961240624459901e+00  5.015092603475004e+00  9.975202932763988e-01  2.883887898629465e+00  4.777728978688177e+00  1.837066874795868e+00  4.511705578905696e+00  3.651027421603269e+00  3.560134031334761e+00  4.092586358331638e+00  1.317954114428065e+00  2.939020407348769e+00  3.174346560546146e+00  2.818596400183956e+00  5.222923375193409e+00  4.124174122959419e+00
