  3.031704465233460e+00  4.605995708131829e+00  5.240277163902632e-02  2.700232674974905e+00  3.213462971552487e+00  2.100937630678408e+00  5.773718185948343e+00  3.408590928155194e+00  5.963264393016146e+00  5.861744670177263e+00  4.200077003953592e+00  5.792840561285723e+00  1.000427762580008e+00  1.932020214607797e+00  6.168472024165382e+00  7.679207333563982e-01  3.490697924234235e+00  2.743683705977319e+00  2.297344325772448e+00  9.274651383596515e-02  4.982648056967702e+00  5.732432610429637e+00  5.161152735186785e+00  2.896062207934351e+00  2.063427917298595e+00  5.925374776225670e+00  5.214857755424372e+00  7.307122477156121e-01  2.606628004122600e+00  6.056947657803773e+00  2.752103511234239e+00  1.726649089475854e+00  5.483673847987124e+00  8.664469296836602e-01  2.436369071035853e+00  2.255456668166743e+00  3.586315573325991e+00  3.253199990558682e+00  6.202331068758238e+00  4.288956568688628e+00  3.071605234628489e+00  4.954595091328462e+00  3.278358855525642e+00  1.745745725365613e+00  5.043288871603227e+00  2.901921211959632e-01  5.077745186325658e+00  3.220861080050071e+00  5.449180485963215e+00  1.003211370165324e+00  1.939437630179232e-01  8.255395276719130e-01  2.219785475228890e+00  3.052685734182947e+00
  1.066704512559616e-01  3.906971793904787e+00  4.160467640896809e+00  6.440056336195094e-01  5.440713181845408e-01  3.148759865322925e+00  6.216762058609029e+00  5.593493482583473e+00  2.362107343562546e+00  2.990967228669517e+00  6.797861275347846e-01  5.203760864809261e+00  1.163552959624147e+00  3.995381188106084e-01  1.641616133334310e+00  1.688782048682319e+00  3.618384853272605e+00  1.136286756192318e+00  4.093707931388308e+00  1.695249437016568e+00  3.919941146627878e+00  4.816836544824888e+00  4.514280804820195e+00  5.171277959515824e+00  3.461203063214735e-01  4.322312796506473e+00  4.978224116296825e+00  3.634854494110975e+00  4.130062938688390e+00  3.282318779306924e-01  4.019380014516849e+00  2.607840885210997e+00  4.828167141123884e+00  2.856375126484148e+00  1.049965429877447e+00  4.124715072335325e-01  5.014676910474968e+00  2.020944262897405e+00  1.057966792028622e+00  4.476357886402726e+00  4.471893957665469e+00  5.849845879333699e+00  3.600219201877899e+00  3.035664274543974e-01  5.561569520143634e-01  5.031002733193232e+00  2.667897946074882e+00  3.522044185606320e+00  3.540828773735200e+00  3.785738794488713e+00  4.878308640299776e+00  5.378823402297427e+00  4.070445659111017e+00  4.819884878828752e+00
  5.883928158831341e-01  2.520626605464907e+00  6.099805997285977e+00  4.437429291103784e+00  3.107891570266347e+00  3.838394002919008e-01  3.394239195342557e+00  4.100301697877865e+00  2.151097870480758e+00  4.839938268539088e+00  4.857187385859606e+00  3.726681058568190e+00  6.501729937318452e-01  5.575945144846309e+00  1.196401591841054e+00  3.836827420013210e+00  6.085131055692352e-01  2.033039511877237e+00  2.982781297098989e+00  3.255232775673292e+00  5.283282194739077e+00  2.712092621437438e+00  1.989608094424535e+00  5.082244652122341e+00  6.108811301364360e+00  3.115835882750178e-02  3.762814428908242e+00  3.499183533321623e+00  1.275839076431355e+00  3.690919382508823e+00  5.692415998291041e-01  4.648380904595751e+00  3.791220488587893e+00  5.838348081493804e+00  4.939034144158033e+00  4.376671840837472e+00  3.197067499595938e+00  3.156249885379512e+00  4.214640867263952e-01  6.043203029752004e+00  1.683434719751013e+00  5.623888933020600e+00  5.416342413092782e+00  5.342466220257005e-01  3.748166480659608e-01  3.980516848373155e-01  2.092227502145062e+00  1.435709905890751e+00  7.612518766063767e-01  5.230931708978414e+00  1.467458491112420e+00  1.566416784794663e+00  1.432234341524537e+00  2.778820453598414e+00
  4.636611281288401e+00  4.702250178588906e+00  1.214267283608765e-01  4.404000108750386e+00  5.680682934433602e+00  1.694286783538743e+00  3.828822471539384e+00  1.249508191540124e+00  1.208635929716410e+00  2.246979511437214e+00  1.977521597258573e+00  1.856438503459578e+00  3.703180248870519e+00  2.925974776600304e-01  1.050574960824520e+00  6.099892114666977e+00  4.006361920059739e+00  3.048700202832372e+00  5.528375523797537e+00  6.241490161782574e+00  1.403545308446553e+00  6.024367946147244e+00  6.058412556889383e+00  2.504276928046777e+00  5.646293693371687e+00  1.105389485801214e-01  1.339773025575795e+00  7.371671519506524e-01  9.080008409132490e-01  3.591975659780627e+00  5.705100169172227e+00  4.355443367154763e+00  2.853148201673409e+00  3.607664922646796e+00  1.685722957440720e+00  9.156024428857428e-01  2.369213808188956e+00  1.176721534688518e+00  8.252142485117355e-01  7.112956586970772e-01  2.057314365870020e+00  6.002535883105273e+00  2.293737457734573e+00  8.619475894754236e-01  2.346584525925436e+00  5.828494133922657e+00  5.931382183556919e+00  3.946358731599536e-01  1.215973452889357e+00  1.488264007528049e+00  4.746203144726922e+00  3.362012588322526e+00  1.750652973083778e+00  2.072432549494337e+00
  3.024643889295587e-01  2.776940709693120e-01  5.028206480947969e-01  2.672393908314626e+00  3.463160491478809e+00  4.500544081128244e+00  2.488794694093389e+00  1.590332572820016e+00  3.022972602297057e+00  2.435023457586761e+00  5.326666279839758e+00  1.177961042705690e+00  2.222927659933597e+00  5.975280667937469e+00  3.230954927100849e+00  4.518885833139385e+00  4.718903236257257e+00  4.995767963724146e+00  5.063037292486292e-01  4.826987293502524e+00  3.049593241591646e+00  1.876948253637807e+00  3.954412014879991e+00  2.946312120096046e+00  1.509500823713322e+00  4.571230845806538e+00  2.452974028146059e-01  2.699164603589766e+00  4.637988680523147e+00  6.235414438014155e+00  5.320543182106928e+00  4.890331595730823e+00  3.359408733999429e+00  7.999479017418392e-01  1.700125825387000e+00  1.301174965584759e+00  1.805658617842971e+00  5.073561683433574e+00  1.052715848184086e+00  1.426919479484163e+00  3.580100248160969e+00  4.286999572619458e+00  2.361117980620754e+00  5.375383151183020e+00  3.444553394894410e+00  4.924323518994285e+00  2.142179005205765e+00  1.711823266781663e+00  6.191163541960982e+00  9.017116257472648e-01  3.707090861101860e+00  2.481782807976881e+00  3.796671397158883e+00  6.259527746872543e+00
  1.686068958919742e+00  1.538650223992932e+00  1.802516395719578e+00  3.019924485722697e+00  2.561504098835967e-01  4.363464939931506e+00  3.770294172024753e+00  2.229958752887620e+00  3.797376782528624e+00  6.249137649491496e+00  3.428683391472614e+00  2.691218200359443e+00  6.278439323747717e+00  4.269288460062337e-02  3.268343725721647e+00  1.671450828746548e+00  1.569826608712215e+00  1.467858973094266e+00  9.068386737223976e-01  3.355738341423128e+00  4.837738251001745e-01  2.784055095173696e+00  4.298290436038005e+00  8.694532717535018e-01  1.992016559243504e+00  5.943699740377455e+00  7.126290351183434e-01  4.788320374774062e+00  3.263397847738711e+00  3.143082315796601e+00  1.312363586641498e+00  2.658793545608225e+00  9.470441916180040e-01  6.408603474303652e-01  4.109910274865289e+00  9.911073296264619e-02  2.848918168815899e+00  4.172608156113061e+00  4.374790130694065e+00  4.915237386114158e+00  6.231936116768945e+00  1.368012513338468e-01  4.418368092780155e+00  6.305735702189609e-01  5.786260071421491e+00  2.966989947077323e+00  3.036806924267493e+00  1.945418496013660e+00  4.080419249681725e+00  2.664542640583215e-02  2.761408502073749e+00  3.847486678180234e+00  2.002933416878012e+00  1.305658435121117e+00
  4.302821478533673e+00  2.940823016978194e+00  1.303095585001290e+00  4.367942400027762e+00  1.031410557847436e+00  9.801621842857148e-01  1.813066167917952e+00  4.801926656827099e+00  4.551034026895544e+00  9.625311832239501e-01  4.268272669671644e+00  1.775219857159761e+00  3.330090134460825e+00  4.427635640451163e+00  1.665408609054335e+00  5.405505217237106e+00  2.199686578757490e-01  4.767690004365825e+00  3.347908597661860e+00  3.702772005121557e-02  3.438207013064229e+00  1.035530044624907e+00  3.531106074240570e+00  1.898612038512466e+00  2.042643056939021e+00  6.078262035598740e+00  3.578265628862886e+00  2.226910693641070e+00  3.637011908386295e+00  5.250134019222735e+00  4.834025842076181e+00  6.066652663373582e+00  5.470216731973237e+00  1.169773799647156e+00  5.184406341862339e+00  4.600537084324920e+00  8.396519705579519e-01  3.688813287796309e+00  4.454766444450319e+00  3.845715083941062e+00  3.169869241782945e+00  4.864462222720920e+00  3.349954802630076e+00  5.537893950279234e+00  4.211390585556283e+00  6.074480284897651e+00  3.304232059033149e+00  2.144916860609995e+00  2.546553094986090e+00  5.778826393077920e+00  5.648784217169454e+00  1.717197759260612e+00  9.777050662508802e-01  2.918199534760092e+00
  2.708131161308114e+00  5.927734779495692e+00  4.999512790552474e+00  2.494348376956502e+00  5.123181257032095e+00  6.012271212393991e+00  5.050467278760364e+00  4.878830421274180e+00  1.853420954641211e+00  3.401671949839362e+00  2.867673553296548e+00  3.911222775477319e+00  5.364765497412798e+00  6.020247749647544e+00  2.031778984887058e+00  5.234215804986767e+00  5.297458164251982e+00  4.248851755651368e+00  3.351325924598899e+00  3.832965418912431e-01  1.419985198555943e+00  2.376032000409181e-01  1.377424873793342e+00  1.117594869373397e+00  3.011580641504115e+00  4.406614503562258e+00  4.064032364472372e+00  7.855616575828006e-01  4.659561283343614e+00  3.081984571782537e+00  1.009169374060595e+00  2.798089415174368e+00  4.919903870958154e+00  2.942780141195469e+00  5.053971762064369e+00  5.818505473425167e+00  3.270697102356346e+00  5.614567085588862e+00  2.520273806234869e+00  1.010806949230324e+00  4.408054279659470e+00  4.658053348200016e+00  2.931364786218739e+00  6.019698454683316e+00  1.023011728870595e+00  1.130238503938150e+00  1.685145382785701e+00  5.412763495453078e+00  2.621435364743915e+00  1.806662087917277e-01  6.183208774062848e-01  3.815353228974215e+00  1.702863556627175e+00  1.468246059522252e+00
  1.009446917475932e+00  2.196241194722462e+00  4.594058222208282e+00  2.687221485114394e+00  8.357874798072968e-01  3.521658751129308e+00  6.495209905653442e-01  2.592738791257957e+00  1.833765022513806e+00  2.952868100113954e-01  2.413208517023394e+00  4.919098922161769e-01  3.316910685057636e+00  4.156237062235523e+00  5.602464756752609e+00  5.383166091110025e+00  1.137256336923444e+00  2.846870490899944e+00  3.200039148338799e+00  2.600765249925769e+00  6.230790365628772e+00  5.462180752041176e+00  5.050454296666754e+00  3.405844647198042e+00  1.338345111973214e-01  3.400465511587279e+00  3.493371591037499e+00  4.889850126856653e+00  3.671248380582611e+00  8.809531710788500e-01  4.828634183493980e+00  5.114589097463759e+00  5.341372846297000e+00  4.908155814545466e+00  1.398125319788567e+00  3.472699680593174e-01  2.439367767065104e+00  3.705070273907340e+00  2.784283224176395e+00  9.376621936933623e-01  1.877405101250101e+00  4.288592684633941e+00  4.434485338986493e+00  3.025444547830721e+00  3.257589117915982e-01  2.375668370989559e+00  6.158810547111770e+00  3.339177554183622e+00  7.014571841584269e-01  5.738498167224924e+00  2.854110725823840e+00  2.643342723694954e+00  2.610538487486701e+00  2.966440504209160e+00
  4.123011780858681e+00  4.927516163726874e-01  2.805035773125359e+00  5.167955202854934e+00  5.112138356554229e+00  3.576866505505222e+00  5.754987063673519e+00  3.356394490012045e+00  2.006419697256673e+00  1.692107467119879e+00  4.303724412893081e-01  2.760228412991763e+00  3.857933274141370e-01  5.272420462233420e+00  1.223097916757964e+00  1.657595557718417e+00  5.267507495615977e+00  4.786120434348368e+00  2.773242888047727e+00  3.078991678747128e+00  1.857834449760638e+00  2.115613730656820e+00  2.019976898497546e+00  5.075498382892474e+00  4.085651120874823e+00  4.533283133289947e+00  1.409501489416695e+00  4.340826079505612e+00  3.462630788664514e-01  4.848389697073860e+00  1.972579886610324e+00  1.302866569769752e-01  5.418860548265667e+00  3.280388887650738e+00  5.474307201176853e+00  2.970149224098104e-01  5.061596784498444e+00  1.296342909858985e+00  3.575602010870035e+00  5.904739648098039e+00  5.100010779440719e+00  1.869485236184169e+00  4.588635718275400e+00  3.420355666504934e+00  7.220619376377226e-01  4.229284742359122e+00  2.740214311387754e+00  2.751849777026504e-01  3.510776956316439e+00  4.488763070441850e+00  5.632029660946365e+00  4.747728950252916e+00  5.383281611630532e-01  1.462074266274111e+00
