  8.124955945604867e-01  8.415137178558284e-01  4.137041186322208e+00  6.492943026885950e-01  9.799955481275796e-01  2.389494376142952e+00  5.071842424289732e+00  3.798606754930590e+00  4.633149061636884e+00  1.782699397218765e+00  1.487540146032859e+00  4.234170573845012e+00  5.823676695771258e+00  3.136624337493689e+00  2.568205782024410e+00  1.277887892988003e+00  1.254824418897803e+00  4.720214797034090e+00  2.467492815794197e+00  5.830612798425082e+00  1.825235868039633e+00  1.483378570676340e-01  2.357883360540405e+00  5.848489024813428e+00  2.367253309875330e+00  3.206593407562365e+00  4.838083636289901e+00  1.155352461844045e+00  1.963804978072874e+00  1.775401928932947e+00  3.599101264618532e+00  5.013774078905524e+00  3.010965650911892e+00  4.661228357076932e+00  3.647151853656173e+00  4.600162537964322e+00  1.013913361198796e+00  5.762713329404792e+00  5.619805547208808e-01  5.181150960293802e+00  1.050234037957295e+00  5.642605150684187e+00
  2.599285367083241e+00  1.874435584012608e+00  3.965390562013408e+00  3.452788111532604e+00  1.800154827921768e+00  2.541847056963669e+00  2.213885262614159e+00  3.977679609251536e+00  7.941555345771245e-01  3.230931806467286e+00  3.404481639316220e-01  7.502596809597004e-01  6.069143582729035e+00  2.401735425491797e+00  1.085735162773465e+00  4.981377158543276e+00  4.314491814429561e+00  1.559584958858275e+00  6.208657308996153e+00  1.552544845304568e+00  2.438904363336413e+00  5.636785099999108e+00  2.733258017812704e+00  4.728047071195762e+00  5.490877577382746e+00  5.988764783065570e+00  1.174298708205170e+00  5.114939725908629e+00  5.677129824075484e+00  1.151668623830170e-01  8.267679106537603e-01  4.998980510931770e+00  3.387369719040033e+00  9.745186021112873e-01  6.283163411262935e-02  3.391017553373029e+00  3.146682096072205e+00  2.479691192143332e+00  6.128361726466610e+00  4.758284361772587e+00  5.726386298725068e+00  1.444130223766431e+00
  1.666590623501000e+00  1.466574981675349e+00  9.898605620846469e-01  1.482786390291697e+00  4.023584668219340e+00  5.558929675572749e+00  4.818443160757250e+00  4.332474706871078e+00  3.532879349338341e+00  1.656571984675729e+00  2.316686069112952e+00  5.696337747083976e+00  2.580809077331018e+00  3.688588880318848e+00  5.288656185803874e+00  9.679979443386344e-01  2.506237878401020e+00  2.236747078259372e+00  2.412965103839940e+00  5.430772620629733e+00  1.640622982641141e-02  4.878083897959425e+00  4.723934911552055e+00  5.364570092153401e+00  4.721015749740388e+00  1.143834967529855e+00  3.509300279096600e+00  1.686939072779710e-01  3.065428092705826e+00  9.295035254880823e-01  1.132581668324933e-01  4.387775902287582e+00  5.186857009780668e+00  5.483323249715648e+00  2.095547591927173e+00  4.283683199465713e+00  4.872656125556949e+00  3.611744558314510e+00  5.640649480341692e+00  6.153917587189889e+00  5.866153290387313e+00  2.521493950827300e+00
  4.132600954653061e+00  1.484937209865591e+00  2.771697770271093e+00  2.497779342289635e+00  1.907364960957040e+00  3.245439588065687e+00  3.536342598383365e+00  4.663183083379284e+00  4.758068625112633e+00  5.614765917968539e-01  1.496719011522554e+00  2.740913871377834e+00  1.895203905108275e+00  1.091196062502930e+00  5.895056389788751e-01  2.152959619944951e+00  5.346398666812894e+00  4.718395643089460e+00  4.271758808563486e+00  3.434886120109951e+00  4.546244370799029e+00  2.144709918217361e+00  5.341933642877475e+00  2.510722621583847e+00  6.087102641825194e+00  2.411139659930834e+00  2.184481254773314e+00  3.169843066743864e-01  3.284601516250972e+00  3.446482011507217e+00  5.131623719512785e+00  2.789900314888136e+00  3.856503847535147e+00  2.449500880297399e-01  3.228923938548656e+00  4.527753880173002e+00  5.293289933985408e-01  5.159074695946980e+00  9.177753553094297e-01  3.035451243477085e+00  1.714097417993064e+00  1.485545245675908e+00
  5.691151188466126e+00  5.588399041726324e+00  5.284356826591973e+00  2.416085446750901e+00  3.092135090382905e+00  1.642334700133973e+00  5.237321500918884e+00  2.548590258098996e+00  5.727604066672536e+00  3.540580814745377e-01  4.531830462633264e+00  5.375150425824922e+00  2.260945667174018e+00  3.128168327436232e+00  6.013428074423688e+00  2.928334761516691e+00  2.150704903992682e+00  1.455580567771951e+00  2.868097170825281e+00  5.133647547855894e-01  6.245133824941355e-01  2.962618763956787e+00  2.074678813072095e+00  5.958231539511468e+00  1.282806037009753e+00  3.759468378342261e+00  6.000778543901435e+00  3.617055275999778e+00  2.038690196868515e+00  4.327510596156604e+00  5.750140669353288e+00  6.172389359230763e+00  5.219175371030510e+00  4.403224903140990e+00  5.174270578980657e+00  2.397616495231211e-01  3.479147651526173e+00  1.118187134544241e+00  3.272749774803223e+00  5.673797211220241e-01  5.735622085293556e+00  3.724685411590577e+00
  4.999210073650952e+00  1.126558400192558e+00  9.684513270940037e-01  4.457970093491068e+00  9.685494959724751e-01  3.583365984308988e+00  2.054206999068263e+00  6.702193751420472e-01  1.273672891223369e+00  6.170215579136651e+00  2.141524893205238e+00  6.143428272935734e+00  2.910753884700296e+00  4.917655210179263e+00  2.434286575089413e+00  2.034124876986377e+00  4.977147085138311e+00  4.535567630713484e+00  3.064359063080324e+00  2.051804486013268e-01  4.149748974227219e+00  3.239437275190684e+00  5.451920743441580e+00  2.073798457118696e+00  4.965902914604872e+00  2.738454745833351e+00  3.155460272317674e+00  4.316229179393755e+00  3.899363010378721e+00  3.558487395855630e+00  2.685215346033769e+00  2.817560795614601e-01  3.939910839960979e+00  2.773675411114986e+00  5.414079287648788e+00  2.164854463520457e-01  1.892853631544886e+00  4.889629232578241e+00  6.326048849223588e-01  3.190904304547594e+00  3.206476347665590e+00  4.090360343453997e+00
  2.093986071873274e+00  5.159566551030071e-01  1.430042846063048e+00  2.497309442602721e+00  2.201824032986210e+00  6.016181237830248e+00  5.359069330753694e+00  4.643777404287387e+00  4.433597402877275e+00  1.506662270661556e+00  5.787257490819292e+00  1.106047496024769e-01  6.640380346605320e-01  1.257755368802720e+00  8.421445979784227e-01  2.176831078033323e+00  2.350743032226741e+00  1.935489775506933e-01  1.492740251017422e+00  3.337583114338643e+00  4.385412168663929e+00  2.067794675647943e+00  2.968628726724525e+00  4.757421562233101e+00  3.659391062338136e+00  1.520534954176990e+00  4.081055306126282e+00  1.672930288055441e+00  4.982440160875349e-01  2.644413534327389e+00  5.204957318911011e-01  8.932469704301141e-01  2.713445433241545e+00  2.153073946895303e+00  1.381905084778485e+00  1.682663907951355e+00  1.117175197591763e-01  4.553984509390095e+00  6.176973188832920e-02  3.526898239022610e-01  5.280633272244909e+00  4.801784109610994e+00
  2.932674377809146e+00  4.713942329321411e+00  6.179708209924680e+00  2.265809347462566e+00  4.185846597743240e+00  3.092255843154102e+00  5.138776047708191e+00  5.912057018835281e+00  1.538252612045008e+00  3.748563566099643e+00  5.639557184665874e+00  4.730636824347505e+00  3.226085808496769e+00  5.763431117215983e+00  5.929025173442802e+00  5.519093154229899e+00  5.634268013397417e+00  2.916107395552748e+00  3.628277658087380e+00  2.452801779815043e+00  5.508618637532359e-01  4.202205122865348e+00  6.317429793342284e-01  3.175319145496533e+00  5.529198989222216e+00  3.767798268718942e+00  4.218516482071979e+00  3.374074478118501e-01  5.718920127539011e+00  4.073847256189776e+00  2.837188823931598e+00  8.207797594376006e-01  3.701544434419271e+00  1.896731108605517e+00  5.458394906800879e+00  3.416073072558238e+00  2.322189452237398e+00  3.751489960872755e+00  1.102388762911596e+00  1.453886569225319e+00  8.830571508400262e-02  4.938784346310345e-01
  6.149851313820244e+00  4.910438969869791e+00  2.949489238488606e+00  1.516060029846923e+00  1.768786621322561e+00  3.554305383499025e+00  2.614421983591151e+00  6.068327741628333e+00  2.617025092182420e+00  6.203627926087901e+00  5.281615268096160e+00  5.569248402591148e+00  4.597819696833495e+00  2.522948755749163e+00  2.540418714587807e+00  4.903981125795704e+00  5.838912329931737e+00  4.136368757136528e+00  6.207999028660671e+00  1.032779270913965e+00  1.994549115674336e+00  6.266015644161625e+00  1.954630582036530e+00  3.923045778617271e+00  4.292972941597626e+00  2.279925596774297e+00  2.706927047590406e+00  4.133824350227415e-02  2.493690404379714e+00  4.875189948379169e+00  5.096932572188146e+00  5.518923494507288e+00  4.619784111287922e+00  5.010964999823115e+00  2.943180988645623e+00  2.078644859882180e+00  8.657377521470792e-02  5.709780966754966e+00  3.304169377888547e+00  1.162997280283075e+00  4.304216942612721e+00  6.098742497870834e+00
  5.783934425145592e-01  6.029365961437819e+00  6.000964579806262e+00  9.199672644406273e-01  3.739635486997435e+00  2.655088173428321e+00  3.027349617391773e+00  2.443127289022015e+00  1.328934744430824e+00  4.692826994616704e+00  5.934097477304193e+00  6.202928974631322e+00  1.391406377728925e+00  5.325549774594968e+00  3.842519604729449e+00  5.715265174082861e+00  3.112465801674478e+00  4.746969682900378e+00  2.508318999573335e+00  2.392725100981015e+00  3.858453304923581e+00  1.250353497296073e+00  5.749506494226231e-01  5.972716277148540e+00  2.366930473797844e+00  3.145430466477594e+00  5.916811897077284e+00  4.299475657573659e+00  1.823056301457971e+00  7.457859013453357e-01  4.534445823226860e-01  4.281470176439049e+00  1.851763445295671e+00  2.002007130050634e+00  3.407093150349968e+00  4.266482392682543e+00  3.657577213632476e+00  2.643137681892506e+00  3.052670578355074e+00  3.413288106480291e+00  3.060054852542013e+00  9.207497301589730e-01
  6.144919654810526e+00  4.555016210874127e+00  5.031078119718867e+00  4.763788511893408e+00  3.844230520928038e+00  3.111875717480946e+00  5.163389387091139e+00  1.574012913349076e+00  1.016994840787584e+00  6.134298670293259e+00  4.403629199720665e+00  5.524466861523394e+00  1.462562764484473e+00  5.524214519916500e+00  4.928663122279810e+00  3.063845838184411e+00  2.529164338828430e+00  2.697738928044118e+00  6.216285261575131e+00  2.668654537046035e+00  4.417273873053532e+00  9.653778304491861e-01  4.754005271813371e+00  3.831043311276215e+00  3.777579889147933e+00  4.084847368878455e-01  9.480426897967741e-01  3.240508225051103e+00  3.241935523490632e+00  1.243153747924530e+00  9.119110898571675e-01  5.189182522685997e+00  1.933740074675504e+00  2.986435769692708e+00  1.999557474794275e-01  1.437097830777562e+00  5.947486625221278e+00  2.252648534999958e+00  3.152463992767128e+00  1.644429268575539e+00  5.894958130110287e+00  5.539484941196616e+00
  5.468885538625186e+00  6.761639898054993e-02  2.833684039106473e+00  1.504462269972548e+00  4.740949518679109e+00  1.189216578284814e-01  1.072942916648592e+00  1.453381712206569e-01  5.590165059081330e+00  4.978353034959705e+00  3.219367282079099e+00  2.195912339858690e-01  2.159000736792715e+00  5.746548129569081e-01  1.055625194130794e+00  4.009471594242277e+00  4.741823441731101e+00  6.108778030178536e+00  5.619257900813608e+00  9.840707103259443e-01  4.264032670903584e+00  2.989741824802933e+00  2.942176742663946e+00  1.969052268265169e-01  1.743842634103968e+00  6.230986102256526e+00  1.775149218060127e+00  1.069270953209902e+00  7.787031176642821e-01  1.809149160764260e+00  4.717395171172457e+00  1.898219404099757e+00  5.636367135529710e+00  2.018652373451172e+00  3.270286378462055e-01  2.115219443611857e+00  3.154952907964647e-01  1.324102958662906e+00  4.744105771443048e+00  3.095546071960666e-01  3.478626569508859e+00  1.110032570056645e+00
  2.257804321325203e+00  3.340963318734591e+00  3.371830205814966e-01  5.041908764258257e+00  6.229063136372918e-01  6.210351450289658e+00  4.660170210182849e+00  3.802831223665943e+00  4.133467946213662e+00  3.202454926060929e+00  4.178915233536680e+00  3.111679467935063e+00  6.023418626680623e+00  8.136987730962610e-01  3.951093198801249e+00  1.043648362508982e+00  4.906599491135384e+00  6.272720481942606e-01  1.803606977302254e+00  7.208659987553916e-01  4.547961958847050e+00  4.238368725110647e+00  4.743938811037578e+00  4.348234688163575e+00  3.532750226241004e+00  8.340782351652203e-01  2.805967430133360e+00  3.447401559140002e+00  1.345368479916769e+00  4.477383986383274e+00  3.490475051473825e+00  5.085347312458270e+00  6.019229980212277e+00  1.344871981364867e-01  3.050859277967232e+00  3.195210879952388e+00  4.049575319657025e+00  1.996032662825886e-01  1.428045093889706e+00  5.597320600473005e+00  5.652306715452140e+00  2.296224141644136e+00
  1.520935063351433e+00  5.581802930239528e+00  4.712126005987887e+00  3.449343021753383e+00  1.003180403020162e+00  4.660304223590543e+00  6.525951668286177e-01  2.734964879099897e+00  3.650182281388332e+00  3.844662598255614e-01  8.594718969901475e-01  3.030344152045186e+00  2.273723657290123e+00  7.362720506672825e-01  5.571338947095378e+00  3.138139612975460e+00  6.138952207709632e+00  2.200177908659866e+00  1.639509460374052e+00  1.619632669861081e+00  1.525082429478695e+00  2.649968475034994e+00  4.373898824753145e+00  2.691447168818598e+00  3.404586707209484e+00  2.902004856682452e+00  6.979446371797751e-01  6.074726816949191e+00  3.942993933747523e+00  3.086541344714294e+00  8.314429947261153e-01  5.072043673721854e+00  6.218310735619796e+00  2.903739598919948e+00  2.452141247353660e+00  3.229523385679280e-01  6.087595247469810e+00  1.595649110451378e+00  2.477705944146603e-01  3.747404374904395e+00  2.156549818129996e+00  4.371377427732180e+00
